RepRapFirmware height map file v2 generated at 2024-01-21 07:07, min error -0.035, max error 0.051, mean 0.006, deviation 0.024
axis0,axis1,min0,max0,min1,max1,radius,spacing0,spacing1,num0,num1
X,Y,54.33,175.41,52.91,136.83,-1.00,40.00,40.00,4,3
  0.029,  0.006, -0.035, -0.034
  0.028,  0.001, -0.005,  0.013
  0.051,  0.026,  0.006, -0.009
