Sample,X,Y,Z
0,0.008,-0.016,0.891
1,-0.031,-0.297,0.879
2,-0.012,-0.273,0.895
3,-0.008,-0.281,0.906
4,-0.020,-0.277,0.906
5,-0.020,-0.277,0.891
6,-0.016,-0.297,0.891
7,-0.012,-0.277,0.902
8,-0.023,-0.273,0.910
9,-0.012,-0.289,0.902
10,-0.016,-0.301,0.895
11,-0.020,-0.281,0.895
12,-0.016,-0.297,0.895
13,-0.004,-0.273,0.898
14,-0.035,-0.285,0.910
15,0.008,-0.289,0.895
16,-0.020,-0.297,0.895
17,-0.008,-0.281,0.891
18,-0.008,-0.270,0.898
19,-0.035,-0.293,0.910
20,-0.008,-0.277,0.879
21,-0.031,-0.289,0.902
22,0.004,-0.273,0.898
23,-0.016,-0.273,0.914
24,-0.004,-0.285,0.902
25,-0.027,-0.293,0.902
26,-0.012,-0.285,0.902
27,-0.016,-0.289,0.902
28,-0.023,-0.281,0.891
29,-0.020,-0.277,0.902
30,-0.008,-0.285,0.902
31,-0.012,-0.285,0.895
32,-0.027,-0.285,0.902
33,-0.023,-0.297,0.887
34,-0.023,-0.281,0.902
35,-0.016,-0.281,0.898
36,-0.004,-0.285,0.898
37,-0.027,-0.285,0.902
38,-0.008,-0.273,0.906
39,-0.027,-0.285,0.906
40,-0.039,-0.293,0.875
41,-0.047,-0.289,0.895
42,0.000,-0.281,0.898
43,-0.016,-0.270,0.902
44,-0.027,-0.281,0.906
45,-0.016,-0.289,0.898
46,-0.020,-0.285,0.898
47,-0.020,-0.297,0.898
48,-0.008,-0.285,0.898
49,-0.027,-0.273,0.906
50,-0.023,-0.277,0.906
51,-0.020,-0.277,0.898
52,-0.020,-0.293,0.902
53,-0.016,-0.281,0.898
54,-0.020,-0.281,0.891
55,-0.012,-0.270,0.910
56,-0.027,-0.281,0.902
57,-0.004,-0.293,0.887
58,-0.035,-0.297,0.910
59,-0.008,-0.277,0.898
60,0.027,-0.277,0.898
61,-0.023,-0.277,0.910
62,-0.016,-0.297,0.887
63,-0.012,-0.285,0.887
64,-0.016,-0.262,0.906
65,-0.031,-0.285,0.910
66,0.008,-0.270,0.895
67,-0.035,-0.293,0.910
68,0.008,-0.289,0.895
69,-0.016,-0.270,0.898
70,-0.031,-0.289,0.910
71,0.000,-0.285,0.891
72,-0.020,-0.281,0.895
73,-0.012,-0.281,0.895
74,-0.004,-0.285,0.895
75,-0.035,-0.281,0.906
76,0.004,-0.281,0.891
77,0.004,-0.281,0.891
78,-0.027,-0.305,0.887
79,-0.004,-0.262,0.902
80,-0.043,-0.281,0.906
81,-0.023,-0.293,0.914
82,-0.016,-0.270,0.910
83,-0.016,-0.301,0.902
84,0.000,-0.277,0.891
85,-0.039,-0.270,0.918
86,0.008,-0.273,0.914
87,-0.016,-0.285,0.898
88,-0.031,-0.289,0.902
89,-0.008,-0.289,0.895
90,-0.004,-0.277,0.906
91,-0.027,-0.273,0.910
92,0.012,-0.289,0.891
93,-0.039,-0.297,0.895
94,-0.023,-0.285,0.895
95,-0.012,-0.285,0.902
96,-0.016,-0.281,0.910
97,-0.027,-0.277,0.902
98,-0.012,-0.285,0.895
99,-0.016,-0.285,0.902
100,-0.066,-0.293,0.895
101,0.016,-0.289,0.891
102,-0.031,-0.285,0.902
103,-0.004,-0.277,0.910
104,-0.012,-0.285,0.895
105,-0.027,-0.285,0.891
106,-0.016,-0.289,0.898
107,-0.020,-0.281,0.895
108,-0.031,-0.285,0.898
109,-0.020,-0.277,0.898
110,0.008,-0.254,0.902
111,-0.098,-0.359,0.887
112,0.059,-0.363,0.902
113,0.285,-0.207,0.945
114,0.301,-0.176,0.980
115,0.219,-0.238,0.902
116,-0.145,-0.352,0.832
117,-0.145,-0.352,0.832
118,-0.102,-0.430,0.770
119,0.094,-0.352,0.867
120,0.402,-0.188,1.023
121,0.465,-0.156,1.055
122,0.227,-0.223,0.988
123,-0.020,-0.359,0.812
124,-0.016,-0.410,0.750
125,0.191,-0.316,0.875
126,0.391,-0.219,0.996
127,0.406,-0.195,1.012
128,0.172,-0.289,0.906
129,0.000,-0.371,0.766
130,0.012,-0.391,0.770
131,0.129,-0.324,0.895
132,0.277,-0.238,0.992
133,0.324,-0.188,1.000
134,0.191,-0.215,0.926
135,0.074,-0.285,0.848
136,0.016,-0.348,0.836
137,0.027,-0.363,0.875
138,0.074,-0.340,0.918
139,0.082,-0.309,0.934
140,0.180,-0.223,0.953
141,0.125,-0.254,0.938
142,0.242,-0.234,0.953
143,0.203,-0.277,0.945
144,0.113,-0.285,0.891
145,0.027,-0.336,0.848
146,0.062,-0.316,0.844
147,0.160,-0.297,0.953
148,0.387,-0.297,0.984
149,0.477,-0.238,0.984
150,0.492,-0.211,0.941
151,0.312,-0.238,0.855
152,0.051,-0.297,0.832
153,-0.059,-0.391,0.828
154,0.133,-0.363,0.883
155,0.344,-0.273,0.977
156,0.500,-0.168,0.969
157,0.094,-0.238,0.938
158,-0.164,-0.387,0.809
159,-0.168,-0.438,0.770
160,0.203,-0.262,0.875
161,0.406,-0.141,1.035
162,0.391,-0.215,1.004
163,0.094,-0.324,0.887
164,0.023,-0.363,0.773
165,0.023,-0.340,0.777
166,-0.082,-0.316,0.887
167,0.094,-0.383,0.914
168,0.129,-0.285,0.996
169,0.320,-0.148,1.023
170,0.414,-0.133,1.004
171,0.230,-0.211,0.984
172,0.055,-0.297,0.883
173,-0.008,-0.426,0.797
174,-0.117,-0.453,0.812
175,-0.004,-0.336,0.871
176,-0.004,-0.336,0.871
177,0.168,-0.246,0.961
178,0.414,-0.207,0.984
179,0.496,-0.266,0.906
180,0.242,-0.266,0.875
181,0.105,-0.301,0.832
182,-0.039,-0.352,0.816
183,0.062,-0.316,0.883
184,0.293,-0.305,0.977
185,0.508,-0.238,1.008
186,0.398,-0.242,0.957
187,0.191,-0.258,0.820
188,-0.355,-0.395,0.812
189,-0.117,-0.371,0.809
190,0.113,-0.262,0.973
191,0.410,-0.188,1.051
