Sample,X,Y,Z
844,0.027,-0.121,0.922
845,0.020,-0.141,0.918
846,0.020,-0.133,0.926
847,0.008,-0.145,0.926
848,0.031,-0.125,0.918
849,0.023,-0.141,0.918
850,0.023,-0.133,0.922
851,0.012,-0.129,0.926
852,0.023,-0.137,0.926
853,0.020,-0.133,0.938
854,0.023,-0.145,0.926
855,0.016,-0.129,0.922
856,0.020,-0.141,0.930
857,0.027,-0.117,0.922
858,0.023,-0.137,0.922
859,0.020,-0.141,0.926
860,-0.070,-0.129,0.930
861,0.012,-0.125,0.934
862,0.016,-0.137,0.918
863,0.023,-0.145,0.922
864,0.027,-0.141,0.922
865,0.023,-0.121,0.922
866,0.027,-0.133,0.930
867,0.031,-0.133,0.930
868,0.016,-0.148,0.926
869,0.027,-0.133,0.922
870,0.012,-0.121,0.930
871,0.027,-0.141,0.926
872,0.020,-0.141,0.922
873,0.027,-0.148,0.930
874,0.023,-0.113,0.934
875,0.020,-0.129,0.934
876,0.023,-0.145,0.930
877,0.031,-0.141,0.918
878,0.012,-0.133,0.930
879,0.016,-0.133,0.926
880,-0.020,-0.133,0.957
881,0.027,-0.133,0.926
882,0.012,-0.141,0.930
883,0.027,-0.129,0.922
884,0.012,-0.125,0.930
885,0.031,-0.129,0.926
886,0.027,-0.148,0.914
887,0.023,-0.133,0.934
888,0.023,-0.113,0.922
889,0.012,-0.137,0.930
890,0.023,-0.145,0.922
891,0.027,-0.121,0.910
892,0.027,-0.129,0.922
893,0.020,-0.148,0.922
894,0.035,-0.129,0.926
895,0.023,-0.125,0.934
896,0.027,-0.141,0.930
897,0.031,-0.148,0.922
898,0.027,-0.145,0.922
899,0.016,-0.125,0.934
900,0.023,-0.125,0.930
901,0.012,-0.141,0.934
902,0.031,-0.156,0.914
903,0.016,-0.137,0.926
904,0.023,-0.117,0.941
905,0.031,-0.117,0.930
906,0.023,-0.133,0.926
907,0.020,-0.164,0.922
908,0.008,-0.141,0.934
909,0.020,-0.098,0.938
910,0.023,-0.133,0.934
911,0.031,-0.145,0.910
912,0.020,-0.156,0.918
913,0.012,-0.137,0.930
914,0.023,-0.125,0.934
915,0.039,-0.121,0.926
916,0.023,-0.152,0.922
917,0.031,-0.145,0.922
918,0.012,-0.129,0.930
919,0.016,-0.129,0.926
920,0.043,-0.117,0.938
921,0.023,-0.133,0.914
922,0.016,-0.137,0.930
923,0.008,-0.133,0.922
924,0.020,-0.125,0.926
925,0.023,-0.137,0.918
926,0.027,-0.141,0.918
927,0.031,-0.129,0.934
