Sample,X,Y,Z
363,0.285,-0.188,0.977
364,0.219,-0.180,1.074
365,0.309,-0.207,0.891
366,-0.504,-0.324,0.887
367,-0.316,-0.480,0.684
368,-0.039,-0.402,0.719
369,0.008,-0.191,1.008
370,0.609,-0.051,0.973
371,-0.066,-0.137,1.008
372,-0.617,-0.402,0.902
373,-0.363,-0.457,0.711
374,-0.082,-0.406,0.816
375,0.355,-0.125,0.973
376,0.129,-0.137,1.074
377,0.359,-0.355,0.848
378,-0.855,-0.434,0.969
379,0.008,-0.352,0.656
380,0.215,-0.398,0.859
381,0.344,-0.137,1.074
382,0.449,-0.105,0.926
383,-0.309,-0.199,0.996
384,-0.133,-0.379,0.836
385,0.238,-0.289,0.785
386,-0.117,-0.172,1.051
387,0.410,-0.227,0.891
388,-0.281,-0.305,0.926
389,-0.617,-0.367,0.816
390,-0.340,-0.504,0.688
391,-0.039,-0.461,0.898
392,0.434,-0.180,1.043
393,0.422,-0.016,1.078
394,0.102,-0.180,0.906
395,-0.789,-0.410,0.895
396,-0.137,-0.441,0.730
397,0.465,-0.270,0.875
398,0.172,-0.129,1.066
399,0.445,-0.148,0.832
400,-0.434,-0.496,0.789
401,-0.531,-0.320,0.836
402,-0.090,-0.395,0.832
403,0.426,-0.176,0.934
404,-0.152,-0.285,1.062
405,0.453,-0.105,0.824
406,-0.680,-0.410,1.016
407,0.012,-0.293,0.871
408,0.246,-0.328,0.922
409,0.262,-0.250,0.996
410,0.250,-0.207,0.863
411,-0.402,-0.332,0.840
412,-0.379,-0.332,0.820
413,0.344,-0.258,0.816
414,0.320,-0.172,1.004
415,0.012,-0.230,0.984
416,-0.016,-0.215,0.758
417,-0.934,-0.562,0.879
418,-0.172,-0.367,0.836
419,0.141,-0.168,1.055
420,0.066,-0.133,1.109
421,0.234,-0.316,0.879
422,-0.340,-0.289,0.879
423,-0.379,-0.359,0.812
424,0.320,-0.285,0.766
425,0.094,-0.215,0.988
426,0.309,-0.293,0.871
427,-0.250,-0.203,0.785
428,-0.609,-0.438,0.758
429,0.000,-0.496,0.668
430,0.055,-0.332,0.984
431,0.242,-0.105,1.168
432,0.223,-0.059,1.043
433,-0.359,-0.328,0.977
434,-0.129,-0.352,0.832
435,0.098,-0.312,0.871
436,0.512,-0.234,0.973
437,0.156,-0.133,1.023
438,0.105,-0.375,0.727
439,-0.391,-0.473,0.738
440,-0.352,-0.375,0.789
441,0.262,-0.270,0.844
442,0.176,-0.219,1.000
443,0.137,-0.062,0.969
444,-0.391,-0.258,0.883
445,-0.629,-0.453,0.918
446,0.184,-0.355,0.879
447,0.109,-0.141,1.047
448,0.223,-0.219,0.992
449,-0.008,-0.352,0.855
450,-0.898,-0.371,0.887
451,-0.043,-0.426,0.738
452,0.703,-0.281,0.832
453,0.109,-0.035,1.070
454,0.164,-0.281,0.820
455,-0.297,-0.285,0.805
456,-0.500,-0.348,0.879
457,0.020,-0.410,0.812
458,0.660,-0.215,0.859
459,-0.242,-0.305,1.070
460,-0.047,-0.156,0.910
461,-0.570,-0.418,0.941
462,0.016,-0.324,0.801
463,0.434,-0.273,0.914
464,0.027,-0.035,1.129
465,-0.074,-0.262,0.934
466,-0.043,-0.340,0.727
467,-0.688,-0.465,0.875
468,0.375,-0.324,0.754
469,0.469,-0.176,0.902
470,-0.047,-0.152,1.004
471,-0.090,-0.398,0.809
472,-0.520,-0.340,0.824
473,-0.285,-0.402,0.859
474,0.484,-0.266,0.934
475,0.359,-0.098,1.133
476,0.152,-0.137,1.027
477,-0.156,-0.316,0.875
478,-0.434,-0.387,0.852
479,-0.195,-0.426,0.840
480,0.500,-0.152,0.879
481,0.000,-0.219,0.996
482,-0.090,-0.270,0.867
483,-0.367,-0.316,0.820
484,-0.297,-0.379,0.789
485,-0.082,-0.398,0.859
486,0.406,-0.246,0.902
487,0.109,-0.191,1.035
488,-0.047,-0.215,0.953
489,-0.242,-0.285,0.852
490,-0.184,-0.461,0.836
491,0.320,-0.293,0.832
492,0.070,-0.270,0.969
493,-0.047,-0.184,0.898
494,-0.473,-0.277,0.859
495,-0.234,-0.379,0.832
496,0.363,-0.289,0.895
497,0.164,-0.102,1.105
498,0.156,-0.121,0.984
499,-0.344,-0.367,0.812
500,-0.859,-0.504,0.773
501,0.207,-0.570,0.707
502,0.367,-0.168,1.062
503,0.371,0.035,1.082
504,-0.020,-0.219,0.934
505,-0.336,-0.590,0.730
506,-0.031,-0.340,0.738
507,-0.254,-0.207,1.051
508,0.676,-0.082,0.926
509,0.266,-0.137,0.945
510,-0.492,-0.395,0.887
511,-0.336,-0.438,0.809
512,-0.434,-0.387,0.957
513,0.586,-0.223,0.832
514,0.422,-0.215,0.969
515,-0.066,-0.188,0.996
516,-0.102,-0.359,0.785
517,-0.242,-0.387,0.871
518,-0.039,-0.367,0.879
519,0.820,-0.254,0.723
520,-0.023,-0.266,0.953
521,-0.184,-0.223,0.875
522,-0.887,-0.367,0.887
523,-0.113,-0.352,0.812
524,0.156,-0.258,0.969
525,0.309,-0.070,1.031
526,-0.121,-0.156,1.074
527,-0.289,-0.223,0.848
528,-0.742,-0.520,0.836
529,0.020,-0.582,0.754
530,0.391,-0.250,0.930
531,0.355,-0.047,1.051
532,0.195,-0.215,0.922
533,-0.418,-0.441,0.832
534,-0.129,-0.375,0.754
535,0.102,-0.363,0.934
536,0.668,0.016,0.930
537,-0.086,-0.082,1.035
538,-0.406,-0.348,0.859
539,-0.305,-0.496,0.820
540,-0.027,-0.363,0.910
541,0.496,-0.109,1.008
542,0.039,-0.152,1.039
543,-0.215,-0.289,0.879
544,-0.254,-0.508,0.750
545,-0.059,-0.324,0.840
546,0.301,-0.180,0.914
547,0.738,-0.230,0.797
548,-0.387,-0.227,0.965
549,-0.176,-0.477,0.637
550,-0.289,-0.434,0.762
551,-0.328,-0.312,1.012
552,0.688,-0.160,0.910
553,0.039,-0.047,1.141
554,-0.070,-0.203,0.953
555,-0.719,-0.379,0.918
556,-0.320,-0.402,0.781
557,-0.086,-0.441,0.914
558,0.445,-0.223,0.926
559,0.500,-0.082,0.973
560,-0.449,-0.246,1.004
561,-0.398,-0.469,0.719
562,0.020,-0.496,0.699
563,0.141,-0.324,0.957
564,0.609,0.074,0.945
565,-0.262,-0.145,1.074
566,-0.293,-0.367,0.848
567,0.020,-0.418,0.723
568,-0.551,-0.359,1.020
569,0.285,-0.297,0.855
570,0.223,-0.277,0.898
571,-0.422,-0.254,1.078
572,0.070,-0.250,0.922
573,0.105,-0.379,0.938
574,0.664,-0.109,0.922
575,0.262,-0.258,0.945
576,0.145,-0.078,0.789
577,-0.602,-0.555,0.758
578,-0.215,-0.484,0.707
579,0.207,-0.395,0.832
580,0.656,-0.113,0.977
581,0.012,-0.098,1.027
582,-0.465,-0.238,0.906
583,-0.852,-0.500,0.812
584,-0.348,-0.535,0.832
585,0.566,-0.184,0.973
586,0.504,0.086,1.125
587,0.125,-0.035,1.051
588,-0.406,-0.480,0.797
589,-0.645,-0.625,0.715
590,0.156,-0.469,0.695
591,0.309,-0.105,0.895
592,0.102,-0.117,0.918
593,-0.023,-0.285,0.750
594,-0.555,-0.344,0.941
595,-0.395,-0.375,0.988
596,0.059,-0.285,1.031
597,0.715,-0.070,0.980
598,-0.090,-0.160,1.078
599,-0.559,-0.344,0.992
600,0.004,-0.449,0.793
601,0.059,-0.355,0.875
602,0.348,-0.148,0.934
603,0.555,-0.199,0.801
604,-0.336,-0.285,0.867
605,-0.344,-0.395,0.727
606,-0.105,-0.438,0.785
607,0.195,-0.168,0.961
608,0.305,-0.223,0.934
609,-0.121,-0.199,1.004
610,-0.281,-0.305,0.859
611,-0.414,-0.457,0.867
612,0.062,-0.391,0.914
613,0.488,-0.176,0.945
614,0.113,-0.168,0.926
