Sample,Y
644,-0.062
645,-0.055
646,-0.066
647,-0.055
648,-0.066
649,-0.043
650,-0.066
651,-0.051
652,-0.070
653,-0.059
654,-0.062
655,-0.062
656,-0.062
657,-0.074
658,-0.047
659,-0.066
660,-0.062
661,-0.078
662,-0.070
663,-0.066
664,-0.059
665,-0.062
666,-0.078
667,-0.055
668,-0.074
669,-0.051
670,-0.078
671,-0.059
672,-0.082
673,-0.051
674,-0.066
675,-0.066
676,-0.055
677,-0.074
678,-0.055
679,-0.074
680,-0.078
681,-0.078
682,-0.059
683,-0.070
684,-0.059
685,-0.062
686,-0.066
687,-0.066
688,-0.062
689,-0.051
690,-0.082
691,-0.059
692,-0.051
693,-0.059
694,-0.066
695,-0.066
696,-0.062
697,-0.070
698,-0.051
699,-0.066
700,-0.062
701,-0.062
702,-0.059
703,-0.062
704,-0.062
705,-0.070
706,-0.070
707,-0.047
708,-0.070
709,-0.070
710,-0.078
711,-0.055
712,-0.066
713,-0.070
714,-0.066
715,-0.066
716,-0.047
717,-0.062
718,-0.066
719,-0.074
720,-0.059
721,-0.066
722,-0.062
723,-0.074
724,-0.059
725,-0.051
726,-0.066
727,-0.078
728,-0.074
729,-0.051
730,-0.062
731,-0.066
732,-0.078
733,-0.066
734,-0.055
735,-0.059
736,-0.066
737,-0.082
738,-0.055
739,-0.062
740,-0.074
741,-0.078
742,-0.051
743,-0.066
744,-0.062
745,-0.055
746,-0.070
747,-0.059
748,-0.070
749,-0.059
750,-0.074
751,-0.062
752,-0.059
753,-0.055
754,-0.062
755,-0.062
756,-0.059
757,-0.059
758,-0.070
759,-0.066
760,-0.066
761,-0.055
762,-0.062
763,-0.074
764,-0.074
765,-0.055
766,-0.051
767,-0.070
768,-0.074
769,-0.074
770,-0.051
771,-0.059
772,-0.066
773,-0.082
774,-0.059
775,-0.051
776,-0.066
777,-0.066
778,-0.078
779,-0.059
780,-0.078
781,-0.055
782,-0.082
783,-0.059
784,-0.066
785,-0.059
786,-0.070
787,-0.066
788,-0.062
789,-0.062
790,-0.047
791,-0.070
792,-0.055
793,-0.074
794,-0.062
795,-0.059
796,-0.059
797,-0.070
798,-0.066
799,-0.059
800,-0.062
801,-0.055
802,-0.070
803,-0.066
804,-0.078
805,-0.055
806,-0.062
807,-0.059
808,-0.062
809,-0.078
810,-0.051
811,-0.062
812,-0.066
813,-0.066
814,-0.055
815,-0.059
816,-0.066
817,-0.055
818,-0.062
819,-0.055
820,-0.039
821,-0.059
822,-0.070
823,-0.055
824,-0.070
825,-0.066
826,-0.066
827,-0.062
828,-0.062
829,-0.066
830,-0.059
831,-0.070
832,-0.066
833,-0.055
834,-0.062
835,-0.074
836,-0.066
837,-0.055
838,-0.066
839,-0.051
840,-0.078
841,-0.055
842,-0.066
843,-0.043
844,-0.070
845,-0.059
846,-0.066
847,-0.066
848,-0.059
849,-0.062
850,-0.059
851,-0.078
852,-0.059
853,-0.059
854,-0.055
855,-0.082
856,-0.070
857,-0.066
858,-0.051
859,-0.051
860,-0.090
861,-0.066
862,-0.070
863,-0.055
864,-0.059
865,-0.059
866,-0.074
867,-0.059
868,-0.047
869,-0.066
