Sample,X,Y,Z
457,-0.031,0.055,0.992
458,-0.039,0.059,0.996
459,-0.043,0.059,1.012
460,-0.035,0.047,0.965
461,-0.043,0.059,0.988
462,-0.027,0.051,0.984
463,-0.027,0.055,1.016
464,-0.020,0.066,1.004
465,-0.027,0.055,0.988
466,-0.035,0.043,0.988
467,-0.023,0.059,1.000
468,-0.043,0.062,1.000
469,-0.035,0.059,1.004
470,-0.035,0.059,0.996
471,-0.023,0.062,0.988
472,-0.035,0.055,1.008
473,-0.043,0.059,0.992
474,-0.051,0.062,0.992
475,-0.035,0.059,1.008
476,-0.027,0.059,0.992
477,-0.027,0.055,1.008
478,-0.031,0.059,1.004
479,-0.020,0.062,1.008
480,-0.035,0.047,0.988
481,-0.020,0.047,0.992
482,-0.039,0.055,1.004
483,-0.035,0.066,1.008
484,-0.023,0.062,1.008
485,-0.035,0.055,0.980
486,-0.031,0.051,0.996
487,-0.043,0.059,1.000
488,-0.043,0.070,1.000
489,-0.035,0.062,0.984
490,-0.027,0.062,0.992
491,-0.035,0.051,1.008
492,-0.027,0.047,1.008
493,-0.035,0.051,0.992
494,-0.035,0.066,1.008
495,-0.031,0.059,1.008
496,-0.023,0.051,1.004
497,-0.039,0.055,1.004
498,-0.039,0.062,0.992
499,-0.035,0.062,0.992
500,-0.059,0.070,1.008
501,-0.035,0.055,1.008
502,-0.035,0.059,0.988
503,-0.035,0.062,1.012
504,-0.039,0.062,1.008
505,-0.027,0.062,0.996
506,-0.023,0.059,0.988
507,-0.016,0.055,1.012
508,-0.023,0.051,1.008
509,-0.027,0.062,1.016
510,-0.027,0.062,0.996
511,-0.035,0.055,0.996
512,-0.031,0.055,0.992
513,-0.031,0.066,1.008
514,-0.035,0.066,0.996
515,-0.047,0.066,0.996
516,-0.043,0.059,0.992
517,-0.051,0.070,1.000
518,-0.039,0.062,1.008
519,-0.027,0.051,0.988
520,-0.016,0.039,0.965
521,-0.035,0.066,1.035
522,-0.023,0.055,1.000
523,-0.023,0.055,0.996
524,-0.031,0.051,0.992
525,-0.027,0.051,1.000
526,-0.035,0.055,1.016
527,-0.027,0.059,0.996
528,-0.035,0.055,0.988
529,-0.035,0.051,0.992
530,-0.039,0.062,1.004
531,-0.043,0.059,0.992
532,-0.031,0.059,0.996
533,-0.023,0.051,0.984
534,-0.027,0.059,1.020
535,-0.031,0.062,1.000
536,-0.027,0.051,1.000
537,-0.027,0.059,0.980
538,-0.020,0.059,1.008
539,-0.035,0.055,1.008
540,-0.027,0.043,1.051
541,-0.043,0.047,1.000
542,-0.035,0.062,0.984
543,-0.035,0.062,1.020
544,-0.031,0.059,0.996
545,-0.039,0.070,0.992
546,-0.043,0.066,1.008
547,-0.047,0.051,1.012
548,-0.035,0.055,1.008
549,-0.020,0.051,0.984
550,-0.023,0.059,1.008
551,-0.023,0.062,1.012
552,-0.023,0.059,1.016
553,-0.027,0.043,1.000
554,-0.031,0.051,0.988
555,-0.043,0.062,1.020
556,-0.031,0.051,0.992
557,-0.039,0.055,1.008
558,-0.027,0.055,0.988
559,-0.039,0.062,0.996
560,-0.035,0.043,1.012
561,-0.051,0.062,1.000
562,-0.043,0.066,0.992
563,-0.023,0.059,1.004
564,-0.016,0.059,1.008
565,-0.023,0.051,1.000
566,-0.043,0.062,1.012
567,-0.031,0.059,0.984
568,-0.039,0.066,1.016
569,-0.023,0.051,0.996
570,-0.020,0.047,0.992
571,-0.043,0.059,0.992
572,-0.039,0.062,1.016
573,-0.047,0.070,0.992
574,-0.035,0.062,0.984
575,-0.039,0.059,0.988
576,-0.035,0.070,1.012
577,-0.031,0.062,1.008
578,-0.027,0.055,0.988
579,-0.031,0.051,0.996
580,-0.023,0.055,1.035
581,-0.031,0.066,1.004
582,-0.035,0.062,1.008
583,-0.020,0.055,1.000
584,-0.023,0.055,0.996
585,-0.043,0.066,1.000
586,-0.055,0.066,1.008
587,-0.039,0.062,0.980
588,-0.035,0.059,1.000
589,-0.043,0.066,1.000
590,-0.031,0.059,1.008
591,-0.039,0.055,0.988
592,-0.043,0.051,0.996
593,-0.031,0.055,1.016
594,-0.023,0.051,1.000
595,-0.027,0.059,1.000
596,-0.039,0.062,0.988
597,-0.039,0.062,0.988
598,-0.027,0.059,1.020
599,-0.031,0.055,0.992
600,-0.039,0.051,0.980
601,-0.027,0.062,1.043
602,-0.039,0.062,1.008
603,-0.035,0.066,1.000
604,-0.047,0.062,0.984
605,-0.035,0.066,0.992
606,-0.039,0.062,1.012
607,-0.027,0.055,1.004
608,-0.023,0.055,0.996
609,-0.023,0.055,0.996
610,-0.023,0.062,1.023
611,-0.035,0.059,0.992
612,-0.035,0.059,1.000
613,-0.047,0.051,0.984
614,-0.031,0.062,1.012
615,-0.035,0.059,0.996
616,-0.035,0.059,0.984
617,-0.051,0.059,0.992
618,-0.043,0.066,1.012
619,-0.023,0.059,1.004
620,-0.035,0.051,1.016
621,-0.027,0.062,1.012
622,-0.035,0.059,1.008
623,-0.031,0.062,0.996
624,-0.035,0.051,1.000
625,-0.027,0.051,0.984
626,-0.023,0.051,1.016
627,-0.031,0.062,1.012
628,-0.031,0.059,0.996
629,-0.039,0.051,0.988
630,-0.027,0.055,1.004
631,-0.047,0.062,1.008
632,-0.043,0.062,0.992
633,-0.035,0.059,0.992
634,-0.035,0.059,0.992
635,-0.031,0.062,1.016
636,-0.043,0.055,0.992
637,-0.027,0.051,0.992
638,-0.027,0.059,1.008
639,-0.027,0.047,1.004
640,-0.031,0.047,0.988
641,-0.047,0.062,0.980
642,-0.027,0.062,1.000
643,-0.027,0.062,0.996
644,-0.023,0.055,0.992
645,-0.047,0.051,0.992
646,-0.047,0.062,0.992
647,-0.047,0.082,1.016
648,-0.031,0.059,0.996
649,-0.027,0.047,0.992
650,-0.035,0.043,1.000
651,-0.031,0.059,1.016
652,-0.043,0.070,1.000
653,-0.016,0.051,0.988
654,-0.027,0.047,1.004
655,-0.020,0.043,1.008
656,-0.039,0.059,1.020
657,-0.039,0.066,0.980
658,-0.031,0.066,0.992
659,-0.027,0.047,1.000
660,-0.047,0.066,0.957
