Sample,X
698,0.020
699,0.023
700,0.016
701,-0.027
702,0.039
703,0.020
704,0.020
705,0.023
706,0.027
707,0.023
708,0.016
709,0.023
710,0.023
711,0.023
712,0.027
713,0.035
714,0.031
715,0.027
716,0.023
717,0.043
718,0.031
719,0.027
720,0.078
721,0.051
722,0.031
723,0.039
724,0.027
725,0.027
726,0.035
727,0.016
728,0.031
729,0.027
730,0.016
731,0.027
732,0.027
733,0.020
734,0.031
735,0.035
736,0.012
737,0.012
738,0.027
739,0.023
740,0.020
741,0.020
742,0.016
743,0.012
744,0.027
745,0.016
746,0.016
747,0.012
748,0.023
749,0.020
750,0.023
751,0.031
752,0.016
753,0.023
754,0.027
755,0.020
756,0.020
757,0.023
758,0.008
759,0.020
760,0.016
761,0.004
762,0.023
763,0.023
764,0.027
765,0.031
766,0.031
767,0.027
768,0.020
769,0.031
770,0.027
771,0.020
772,0.023
773,0.023
774,0.027
775,0.031
776,0.027
777,0.031
778,0.023
779,0.027
780,0.012
781,0.027
782,0.027
783,0.016
784,0.039
785,0.016
786,0.035
787,0.027
788,0.023
789,0.027
790,0.035
791,0.008
792,0.031
793,0.027
794,0.016
795,0.027
796,0.016
797,0.020
798,0.031
799,0.023
800,0.039
801,0.031
802,0.016
803,0.016
804,0.023
805,0.012
806,0.020
807,0.020
808,0.020
809,0.012
810,0.035
811,0.008
812,0.016
813,0.016
814,0.016
815,0.012
816,0.023
817,0.023
818,0.016
819,0.016
820,0.023
821,0.000
822,0.031
823,0.023
824,0.023
825,0.020
826,0.027
827,0.027
828,0.020
829,0.023
830,0.035
831,0.008
832,0.023
833,0.027
834,0.020
835,0.023
836,0.039
837,0.039
838,0.027
839,0.023
840,0.027
841,0.004
842,0.047
843,0.027
844,0.016
845,0.031
846,0.027
847,0.023
848,0.031
849,0.031
850,0.023
851,0.039
852,0.023
853,0.023
854,0.012
855,0.023
856,0.023
857,0.035
858,0.020
859,0.016
860,0.023
861,0.012
862,0.020
863,0.016
864,0.020
865,0.016
866,0.027
867,0.023
868,0.008
869,0.012
870,0.016
871,0.023
872,0.031
873,0.016
874,0.012
875,0.023
876,0.020
877,0.012
878,0.012
879,0.012
880,-0.008
881,0.023
882,0.023
883,0.012
884,0.004
885,0.016
886,0.027
887,0.023
888,0.016
889,0.027
890,0.012
891,0.023
892,0.020
893,0.016
894,0.020
895,0.020
896,0.016
897,0.027
898,0.016
899,0.027
900,0.086
901,0.031
902,0.016
903,0.023
904,0.027
905,0.035
906,0.027
907,0.020
908,0.027
909,0.023
910,0.027
911,0.035
912,0.031
913,0.012
914,0.031
915,0.016
916,0.027
917,0.031
918,0.016
919,0.023
920,0.035
921,0.035
922,0.027
923,0.035
924,0.012
925,0.023
926,0.031
927,0.012
928,0.020
929,0.027
930,0.012
931,0.020
932,0.027
933,0.008
934,0.023
935,0.020
936,0.023
937,0.023
938,0.012
939,0.027
940,0.016
941,0.012
942,0.016
943,0.004
944,0.027
945,0.012
946,0.020
947,0.012
948,0.023
949,0.023
950,0.020
951,0.027
952,0.016
953,0.035
954,0.027
955,0.020
956,0.031
957,0.027
958,0.020
959,0.027
960,-0.039
961,0.035
962,0.027
963,0.023
964,0.023
965,0.031
966,0.031
967,0.027
968,0.027
969,0.016
970,0.039
971,0.027
972,0.031
973,0.023
974,0.023
975,0.023
976,0.031
977,0.031
978,0.027
979,0.023
980,0.031
981,0.031
982,0.020
983,0.035
984,0.027
985,0.016
986,0.023
987,0.020
988,0.016
989,0.023
990,0.035
991,0.004
992,0.020
993,0.020
994,0.020
995,0.027
996,0.027
997,0.012
998,0.020
999,0.023
Rate 1403, overflows 0
