Sample,X
426,0.027
427,0.031
428,0.031
429,0.035
430,0.035
431,0.047
432,0.047
433,0.047
434,0.039
435,0.066
436,0.051
437,0.062
438,0.066
439,0.066
440,0.137
441,0.066
442,0.066
443,0.059
444,0.059
445,0.051
446,0.059
447,0.055
448,0.062
449,0.043
450,0.059
451,0.039
452,0.051
453,0.031
454,0.039
455,0.039
456,0.020
457,0.020
458,0.023
459,0.035
460,-0.027
461,0.020
462,0.004
463,0.004
464,0.000
465,0.012
466,-0.012
467,0.000
468,-0.012
469,-0.016
470,-0.016
471,-0.012
472,-0.020
473,-0.004
474,-0.004
475,-0.012
476,-0.004
477,0.004
478,-0.004
479,-0.020
480,0.059
481,0.000
482,0.000
483,0.004
484,0.000
485,0.016
486,0.020
487,0.020
488,0.020
489,0.027
490,0.016
491,0.047
492,0.039
493,0.039
494,0.035
495,0.051
496,0.043
497,0.043
498,0.059
499,0.059
500,0.027
501,0.051
502,0.062
503,0.047
504,0.062
505,0.059
506,0.062
507,0.059
508,0.062
509,0.051
510,0.051
511,0.047
512,0.043
513,0.047
514,0.047
515,0.023
516,0.027
517,0.047
518,0.027
519,0.023
520,0.086
521,0.023
522,0.004
523,0.020
524,-0.004
525,0.008
526,0.004
527,-0.004
528,0.008
529,-0.008
530,-0.012
531,-0.012
532,0.004
533,-0.031
534,-0.008
535,-0.008
536,-0.012
537,-0.004
538,-0.012
539,-0.008
540,0.039
541,0.000
542,0.000
543,0.004
544,-0.004
545,0.016
546,0.000
547,0.027
548,0.008
549,0.016
550,0.020
551,0.023
552,0.008
553,0.039
554,0.027
555,0.020
556,0.043
557,0.043
558,0.043
559,0.031
560,0.031
561,0.039
562,0.055
563,0.062
564,0.055
565,0.047
566,0.047
567,0.062
568,0.047
569,0.047
570,0.051
571,0.035
572,0.047
573,0.039
574,0.039
575,0.039
576,0.043
577,0.027
578,0.047
579,0.027
580,0.047
581,0.031
582,0.031
583,0.020
584,0.020
585,0.004
586,0.020
587,0.020
588,0.008
589,0.004
590,-0.004
591,0.004
592,-0.008
593,0.000
594,-0.016
595,-0.004
596,-0.012
597,-0.016
598,-0.016
599,-0.016
600,0.047
601,-0.012
602,-0.012
603,-0.016
604,-0.004
605,-0.012
606,0.008
607,-0.008
608,0.016
609,0.000
610,0.012
611,0.000
612,0.016
613,0.016
614,0.023
615,0.020
616,0.020
617,0.020
618,0.023
619,0.023
620,0.027
621,0.055
622,0.043
623,0.031
624,0.039
625,0.039
626,0.051
627,0.039
628,0.051
629,0.047
630,0.055
631,0.047
632,0.059
633,0.062
634,0.043
635,0.055
636,0.047
637,0.047
638,0.031
639,0.039
640,0.059
641,0.051
642,0.027
643,0.035
644,0.020
645,0.035
646,0.023
647,0.023
648,0.016
649,0.008
650,0.016
651,0.012
652,0.008
653,0.012
654,0.020
655,-0.020
656,0.008
657,0.008
658,-0.004
659,0.004
660,-0.004
661,-0.043
662,-0.016
663,-0.004
664,-0.012
665,-0.008
666,-0.004
667,-0.012
668,0.004
669,-0.004
670,0.008
671,0.000
672,0.004
673,0.012
674,0.008
675,0.012
676,0.023
677,0.016
678,0.016
679,0.031
680,0.020
681,0.039
682,0.023
683,0.039
684,0.031
685,0.039
686,0.035
687,0.043
688,0.039
689,0.043
690,0.039
691,0.043
692,0.055
693,0.035
694,0.055
695,0.031
696,0.059
697,0.043
698,0.047
699,0.055
700,0.039
701,0.031
702,0.051
703,0.039
704,0.023
705,0.047
706,0.031
707,0.031
708,0.031
709,0.039
710,0.027
711,0.035
712,0.020
713,0.020
714,0.008
715,0.031
716,0.020
717,0.016
718,0.008
719,0.000
720,-0.004
721,0.012
722,0.008
723,-0.004
724,0.008
725,-0.008
726,-0.004
727,0.004
728,0.004
729,-0.012
730,0.004
731,-0.008
732,0.012
733,0.008
734,0.012
735,-0.004
736,0.012
737,0.020
738,0.016
739,0.023
740,0.023
741,0.000
742,0.027
743,0.035
744,0.020
745,0.027
746,0.020
747,0.043
748,0.035
749,0.047
750,0.035
751,0.043
752,0.043
753,0.035
754,0.051
755,0.039
756,0.051
757,0.043
758,0.059
759,0.047
760,0.074
761,0.035
762,0.043
763,0.039
764,0.035
765,0.035
766,0.035
767,0.043
768,0.031
769,0.031
770,0.027
771,0.023
772,0.012
773,0.039
774,0.012
775,0.027
776,0.027
777,0.027
778,0.016
779,0.012
780,0.016
781,0.023
782,-0.004
783,0.004
784,0.008
785,0.000
786,-0.008
787,0.008
788,-0.004
789,0.000
790,0.000
791,-0.012
792,0.000
793,0.012
794,-0.008
795,0.000
796,0.020
797,0.004
798,0.012
799,0.012
800,0.023
801,0.016
802,0.027
803,0.008
804,0.027
805,0.016
806,0.027
807,0.031
808,0.039
809,0.020
810,0.043
811,0.031
812,0.039
813,0.039
814,0.039
815,0.035
816,0.043
817,0.051
818,0.035
819,0.055
820,0.012
821,0.059
822,0.043
823,0.043
824,0.031
825,0.055
826,0.031
827,0.043
828,0.043
829,0.039
830,0.031
831,0.031
832,0.035
833,0.023
834,0.035
835,0.023
836,0.031
837,0.023
838,0.023
839,0.016
840,0.008
841,0.016
842,0.020
843,0.004
844,0.000
845,0.000
846,0.000
847,0.004
848,-0.004
849,0.000
850,-0.008
851,0.016
852,0.000
853,0.004
854,0.000
855,0.012
856,0.000
857,-0.008
858,0.008
859,0.012
860,0.023
861,0.012
862,0.023
863,-0.004
864,0.023
865,0.016
866,0.020
867,0.020
868,0.027
869,0.020
870,0.020
871,0.027
872,0.016
873,0.023
874,0.035
875,0.031
876,0.027
877,0.027
878,0.051
879,0.035
880,0.043
881,0.039
882,0.047
883,0.027
884,0.051
885,0.043
886,0.043
887,0.043
888,0.039
889,0.039
890,0.035
891,0.035
892,0.027
893,0.047
894,0.023
895,0.027
896,0.023
897,0.023
898,0.027
899,0.012
900,0.031
901,0.008
902,0.012
903,0.016
904,0.016
905,0.008
906,0.008
907,0.012
908,0.008
909,0.012
910,0.000
911,0.008
912,-0.008
913,0.000
914,-0.004
915,0.016
916,-0.004
917,0.008
918,-0.004
919,0.012
920,0.047
921,0.000
922,0.008
923,0.027
924,0.004
925,0.008
926,0.035
927,0.008
928,0.008
929,0.016
930,0.023
931,0.012
932,0.027
933,0.000
934,0.023
935,0.035
936,0.020
937,0.020
938,0.027
939,0.031
940,0.023
941,0.023
942,0.055
943,0.023
944,0.031
945,0.047
946,0.031
947,0.031
948,0.047
949,0.031
950,0.035
951,0.047
952,0.023
953,0.047
954,0.051
955,0.031
956,0.027
957,0.027
958,0.059
959,0.016
960,0.039
961,0.078
962,0.000
963,0.016
964,0.035
965,0.008
966,0.023
967,0.031
968,0.012
969,0.027
970,0.031
971,0.004
972,0.016
973,0.020
974,0.004
975,0.016
976,0.016
977,0.004
978,0.000
979,0.016
980,0.016
981,0.000
982,0.012
983,-0.008
984,0.008
985,0.008
986,0.004
987,0.012
988,0.027
989,0.004
990,0.020
991,0.020
992,0.027
993,0.016
994,0.023
995,0.016
996,0.027
997,0.035
998,0.020
999,0.027
Rate 1402, overflows 0
