Sample,X,Y,Z
508,-0.020,-0.281,0.891
509,0.000,-0.285,0.891
510,-0.016,-0.273,0.906
511,-0.039,-0.285,0.906
512,-0.012,-0.289,0.887
513,-0.008,-0.293,0.891
514,-0.004,-0.273,0.895
515,-0.031,-0.266,0.906
516,-0.023,-0.285,0.895
517,-0.031,-0.297,0.891
518,-0.020,-0.293,0.891
519,0.000,-0.281,0.902
520,0.039,-0.281,0.926
521,0.008,-0.270,0.898
522,-0.035,-0.293,0.895
523,-0.031,-0.316,0.879
524,-0.023,-0.277,0.895
525,-0.023,-0.262,0.922
526,-0.004,-0.285,0.918
527,-0.020,-0.293,0.891
528,-0.023,-0.285,0.891
529,-0.027,-0.285,0.895
530,-0.004,-0.273,0.883
531,-0.039,-0.281,0.910
532,0.004,-0.285,0.898
533,-0.012,-0.285,0.891
534,-0.016,-0.281,0.891
535,-0.023,-0.281,0.891
536,-0.012,-0.281,0.906
537,-0.035,-0.281,0.902
538,-0.023,-0.289,0.891
539,-0.004,-0.277,0.891
540,0.035,-0.266,0.926
541,0.004,-0.281,0.883
542,-0.012,-0.285,0.898
543,-0.016,-0.289,0.895
544,-0.027,-0.301,0.883
545,-0.008,-0.285,0.887
546,-0.008,-0.270,0.910
547,-0.008,-0.289,0.902
548,-0.020,-0.277,0.895
549,-0.039,-0.273,0.895
550,-0.020,-0.293,0.883
551,0.000,-0.289,0.895
552,-0.020,-0.262,0.926
553,-0.012,-0.277,0.910
554,-0.039,-0.289,0.898
555,-0.027,-0.297,0.883
556,0.000,-0.285,0.898
557,0.000,-0.285,0.898
558,-0.004,-0.281,0.910
559,-0.027,-0.273,0.910
560,-0.035,-0.289,0.898
561,0.016,-0.309,0.891
562,-0.012,-0.277,0.879
563,-0.012,-0.273,0.914
564,-0.023,-0.277,0.922
565,-0.008,-0.285,0.895
566,-0.027,-0.293,0.883
567,0.000,-0.277,0.895
568,-0.023,-0.270,0.910
569,-0.012,-0.281,0.906
570,-0.020,-0.289,0.914
