Sample,X
706,0.133
707,-0.117
708,-0.207
709,0.023
710,0.242
711,0.285
712,0.055
713,-0.035
714,0.020
715,0.066
716,0.059
717,-0.125
718,-0.348
719,-0.016
720,0.039
721,0.062
722,0.102
723,-0.195
724,-0.352
725,-0.109
726,0.273
727,0.082
728,0.027
729,-0.375
730,-0.234
731,0.020
732,0.168
733,0.324
734,-0.047
735,-0.215
736,-0.133
737,0.055
738,0.480
739,0.109
740,-0.266
741,-0.172
742,-0.215
743,0.270
744,0.172
745,0.035
746,-0.266
747,-0.328
748,-0.188
749,0.012
750,0.191
751,-0.105
752,-0.301
753,0.031
754,-0.023
755,-0.121
756,0.145
757,-0.035
758,-0.262
759,-0.004
760,0.148
761,0.113
762,0.027
763,-0.168
764,-0.035
765,0.199
766,0.160
767,0.133
768,0.051
769,-0.070
770,-0.078
771,0.059
772,0.117
773,0.066
774,-0.293
775,-0.172
776,0.004
777,0.094
778,0.141
779,-0.367
780,-0.172
781,-0.078
782,-0.156
783,0.012
784,-0.090
785,-0.234
786,-0.176
787,-0.062
788,0.289
789,0.246
790,-0.039
791,-0.152
792,0.195
793,0.008
794,-0.004
795,0.152
796,-0.164
797,-0.121
798,0.078
799,0.414
800,0.043
801,-0.188
802,-0.117
803,-0.434
804,0.016
805,0.164
806,-0.098
807,-0.016
808,-0.238
809,-0.109
810,0.160
811,0.043
812,0.016
813,-0.055
814,-0.180
815,0.020
816,-0.086
817,0.094
818,-0.145
819,-0.305
820,0.207
821,0.340
822,0.086
823,0.055
824,-0.168
825,-0.039
826,0.160
827,0.262
828,0.090
829,-0.246
830,-0.188
831,-0.141
832,0.277
833,0.168
834,-0.051
835,-0.277
836,-0.242
837,-0.051
838,0.133
839,0.148
840,-0.348
841,-0.176
842,-0.043
843,0.180
844,0.039
845,0.137
846,-0.297
847,-0.344
848,0.000
849,0.297
850,0.145
851,-0.203
852,-0.258
853,0.121
854,0.312
855,0.105
856,0.066
857,-0.238
858,-0.156
859,-0.059
860,0.375
861,0.164
862,-0.551
863,-0.070
864,-0.098
865,-0.012
866,0.219
867,0.055
868,-0.285
869,-0.145
870,0.066
871,0.137
872,-0.043
873,-0.293
874,-0.246
875,-0.070
876,0.109
877,0.270
878,-0.027
879,-0.090
880,-0.414
881,0.004
882,0.488
883,0.082
884,-0.062
885,-0.180
886,-0.168
887,0.133
888,0.305
889,0.109
890,-0.250
891,-0.238
892,-0.117
893,0.078
894,0.012
895,-0.082
896,-0.266
897,-0.203
898,0.074
899,0.309
900,0.336
901,-0.016
902,-0.109
903,-0.113
904,0.070
905,-0.125
906,0.043
907,-0.219
908,-0.047
909,0.148
910,0.227
911,0.238
912,-0.168
913,-0.293
914,-0.266
915,0.031
916,0.105
917,-0.004
918,-0.297
919,-0.141
920,-0.164
921,0.109
922,0.188
923,-0.074
924,-0.172
925,-0.023
926,-0.086
927,0.332
928,-0.090
929,-0.020
930,-0.117
931,-0.016
932,0.191
933,0.168
934,-0.047
935,0.051
936,-0.230
937,0.074
938,0.207
939,-0.164
940,-0.121
941,-0.281
942,-0.016
943,0.301
944,0.223
945,-0.152
946,-0.266
947,-0.328
948,-0.191
949,0.203
950,-0.012
951,-0.215
952,-0.086
953,-0.164
954,0.242
955,0.191
956,0.066
957,-0.125
958,-0.078
959,0.023
960,0.129
961,0.082
962,-0.059
963,-0.188
964,0.004
965,0.203
966,0.363
967,-0.059
968,-0.109
969,-0.328
970,-0.191
971,0.352
972,-0.086
973,-0.129
974,-0.258
975,-0.461
976,0.125
977,0.156
978,0.035
979,-0.125
980,-0.285
981,-0.176
982,0.207
983,0.164
984,-0.164
985,-0.227
986,-0.051
987,0.109
988,0.453
989,0.090
990,-0.105
991,-0.145
992,-0.129
993,0.230
994,0.129
995,-0.008
996,-0.148
997,-0.371
998,0.258
999,0.176
Rate 1391, overflows 0
