Sample,Y
841,-0.066
842,-0.059
843,-0.066
844,-0.066
845,-0.062
846,-0.059
847,-0.059
848,-0.062
849,-0.062
850,-0.078
851,-0.059
852,-0.059
853,-0.062
854,-0.074
855,-0.059
856,-0.074
857,-0.055
858,-0.055
859,-0.070
860,-0.066
861,-0.055
862,-0.059
863,-0.074
864,-0.051
865,-0.066
866,-0.070
867,-0.066
868,-0.055
869,-0.062
870,-0.062
871,-0.066
872,-0.078
873,-0.051
874,-0.062
875,-0.078
876,-0.074
877,-0.043
878,-0.055
879,-0.070
880,-0.070
881,-0.062
882,-0.043
883,-0.074
884,-0.066
885,-0.078
886,-0.051
887,-0.066
888,-0.059
889,-0.074
890,-0.070
891,-0.059
892,-0.051
893,-0.074
894,-0.066
895,-0.055
896,-0.066
897,-0.062
898,-0.062
899,-0.062
900,-0.055
901,-0.070
902,-0.062
903,-0.074
904,-0.047
905,-0.078
906,-0.066
907,-0.062
908,-0.062
909,-0.059
910,-0.070
911,-0.059
912,-0.066
913,-0.051
914,-0.062
915,-0.074
916,-0.066
917,-0.059
918,-0.055
919,-0.074
920,-0.043
921,-0.070
922,-0.059
923,-0.062
924,-0.070
925,-0.070
926,-0.059
927,-0.062
928,-0.066
929,-0.066
930,-0.074
931,-0.059
932,-0.070
933,-0.059
934,-0.070
935,-0.074
936,-0.062
937,-0.062
938,-0.055
939,-0.062
940,-0.090
941,-0.082
942,-0.055
943,-0.070
944,-0.059
945,-0.066
946,-0.059
947,-0.074
948,-0.059
949,-0.066
950,-0.074
951,-0.055
952,-0.070
953,-0.066
954,-0.062
955,-0.066
956,-0.066
957,-0.062
958,-0.066
959,-0.070
960,-0.059
961,-0.059
962,-0.066
963,-0.066
964,-0.066
965,-0.070
966,-0.062
967,-0.062
968,-0.066
969,-0.062
970,-0.070
971,-0.055
972,-0.070
973,-0.059
974,-0.078
975,-0.062
976,-0.074
977,-0.066
978,-0.059
979,-0.078
980,-0.070
981,-0.070
982,-0.059
983,-0.066
984,-0.066
985,-0.070
986,-0.074
987,-0.059
988,-0.070
989,-0.059
990,-0.070
991,-0.059
992,-0.066
993,-0.059
994,-0.078
995,-0.074
996,-0.066
997,-0.066
998,-0.055
999,-0.086
Rate 1387, overflows 0
