Sample,X
236,-0.246
237,-0.430
238,-0.145
239,0.172
240,0.180
241,0.090
242,-0.160
243,-0.133
244,0.133
245,0.199
246,0.359
247,-0.016
248,-0.008
249,-0.027
250,0.188
251,0.195
252,0.184
253,-0.242
254,0.070
255,-0.078
256,0.070
257,-0.113
258,-0.305
259,-0.297
260,-0.199
261,0.180
262,0.242
263,-0.047
264,-0.371
265,-0.242
266,-0.043
267,0.078
268,0.184
269,0.031
270,-0.141
271,-0.199
272,0.160
273,0.160
274,0.129
275,0.020
276,-0.141
277,0.105
278,0.172
279,0.062
280,-0.160
281,-0.133
282,-0.062
283,0.195
284,0.199
285,-0.020
286,-0.020
287,-0.191
288,-0.309
289,-0.047
290,0.031
291,0.066
292,-0.258
293,-0.402
294,-0.402
295,-0.402
296,-0.402
297,-0.402
298,-0.402
299,-0.402
300,-0.402
301,-0.402
302,-0.402
303,-0.402
304,-0.402
305,-0.402
306,-0.402
307,-0.402
308,-0.402
309,-0.402
310,-0.402
311,-0.031
312,-0.031
313,-0.031
314,-0.031
315,-0.031
316,-0.031
317,-0.031
318,-0.031
319,-0.031
320,-0.031
321,-0.031
322,-0.031
323,-0.031
324,-0.031
325,0.164
326,0.000
327,0.086
328,-0.094
329,-0.117
330,-0.043
331,0.223
332,0.012
333,-0.117
334,-0.098
335,-0.027
336,0.250
337,0.168
338,0.148
339,-0.180
340,-0.164
341,0.008
342,0.039
343,0.125
344,-0.090
345,-0.262
346,-0.125
347,0.066
348,0.207
349,-0.012
350,-0.109
351,-0.293
352,-0.223
353,0.062
354,-0.008
355,-0.117
356,-0.184
357,-0.223
358,0.176
359,0.281
360,0.164
361,0.066
362,-0.090
363,-0.105
364,0.156
365,0.250
366,0.086
367,-0.094
368,-0.184
369,-0.031
370,0.160
371,0.246
372,0.016
373,-0.180
374,-0.199
375,-0.129
376,-0.195
377,0.055
378,-0.203
379,-0.277
380,-0.023
381,-0.012
382,0.074
383,0.078
384,-0.262
385,-0.059
386,0.141
387,-0.012
388,0.059
389,-0.066
390,-0.180
391,-0.090
392,0.262
393,0.285
394,0.133
395,-0.035
396,0.090
397,-0.137
398,-0.070
399,0.039
400,-0.062
401,-0.109
402,0.133
403,-0.035
404,0.117
405,-0.055
406,-0.328
407,-0.145
408,-0.113
409,-0.062
410,0.098
411,-0.125
412,-0.195
413,-0.168
414,0.113
415,0.164
416,0.113
417,-0.113
418,0.129
419,-0.059
420,0.168
421,0.090
422,-0.059
423,-0.129
424,-0.082
425,0.250
426,0.375
427,0.086
428,-0.215
429,-0.281
430,-0.191
431,0.055
432,0.219
433,-0.113
434,-0.172
435,-0.242
436,-0.059
437,0.102
438,-0.008
439,-0.246
440,-0.219
441,-0.086
442,0.086
443,0.043
444,-0.027
445,-0.324
446,-0.074
447,0.387
448,0.266
449,0.312
450,-0.043
451,-0.227
452,-0.090
453,0.145
454,0.035
455,-0.098
456,-0.145
457,-0.133
458,0.055
459,0.203
460,-0.094
461,-0.219
462,-0.281
463,-0.020
464,0.043
465,-0.059
466,-0.109
467,-0.359
468,-0.113
469,0.086
470,0.309
471,0.164
472,-0.215
473,-0.172
474,0.090
475,0.117
476,0.289
477,-0.070
478,-0.285
479,-0.047
480,0.293
481,0.281
482,0.195
483,-0.176
484,-0.059
485,-0.254
486,0.105
487,0.199
488,-0.242
489,-0.328
490,-0.199
491,-0.039
492,0.191
493,0.035
494,-0.105
495,-0.191
496,-0.156
497,-0.059
498,0.285
499,-0.020
500,-0.109
501,-0.078
502,0.070
503,0.180
504,0.184
505,0.141
506,0.000
507,-0.230
508,0.062
509,0.062
510,-0.082
511,-0.141
512,-0.207
513,-0.043
514,0.105
515,0.180
516,-0.105
517,-0.195
518,-0.148
519,-0.070
520,-0.035
521,-0.020
522,-0.266
523,-0.281
524,0.051
525,0.008
526,0.191
527,0.074
528,-0.062
529,-0.133
530,0.117
531,0.137
532,-0.070
533,0.238
534,-0.059
535,-0.082
536,0.344
537,0.020
538,-0.016
539,-0.074
540,-0.145
541,-0.148
542,0.043
543,0.055
544,-0.211
545,-0.203
546,-0.137
547,-0.062
548,0.141
549,0.012
550,-0.102
551,-0.172
552,-0.102
553,0.000
554,-0.043
555,-0.031
556,-0.137
557,-0.109
558,0.230
559,0.234
560,0.137
561,0.133
562,-0.348
563,0.012
564,0.156
565,0.145
566,0.219
567,-0.121
568,-0.418
569,0.051
570,0.113
571,0.008
572,0.000
573,-0.262
574,-0.270
575,0.203
576,-0.117
577,-0.281
578,-0.270
579,-0.305
580,0.074
581,0.469
582,0.176
583,-0.109
584,-0.230
585,0.008
586,0.094
587,0.250
588,0.188
589,-0.352
590,-0.051
591,0.094
592,0.281
593,0.195
594,-0.195
595,-0.246
596,-0.156
597,0.082
598,0.129
599,-0.133
600,-0.465
601,-0.305
602,-0.082
603,0.207
604,0.305
605,-0.141
606,-0.223
607,-0.258
608,-0.043
609,0.094
610,0.117
611,0.254
612,-0.059
613,0.238
614,0.168
615,0.035
616,-0.156
617,-0.012
618,0.133
619,0.168
620,-0.012
621,-0.109
622,-0.301
623,-0.324
624,-0.141
625,0.160
626,0.020
627,0.020
628,-0.281
629,-0.312
630,-0.082
631,-0.051
632,0.039
633,0.020
634,-0.094
635,0.051
636,0.309
637,0.008
638,-0.152
639,-0.027
640,-0.039
641,0.168
642,0.180
643,0.059
644,-0.098
645,-0.273
646,-0.070
647,0.105
648,0.328
649,0.223
650,-0.301
651,-0.270
652,-0.121
653,0.055
654,-0.059
655,0.004
656,-0.324
657,-0.359
658,0.078
659,0.137
660,0.023
661,-0.074
662,-0.164
663,-0.148
664,0.109
665,0.020
666,0.047
667,-0.004
668,-0.184
669,0.234
670,0.297
671,0.133
672,0.098
673,-0.164
674,-0.074
675,0.055
676,0.020
677,0.035
678,-0.156
679,0.000
680,0.047
681,0.055
682,0.000
683,-0.043
684,-0.293
685,-0.168
686,0.141
687,-0.164
688,-0.020
689,-0.297
690,-0.258
691,0.086
692,0.211
693,-0.008
694,0.051
695,-0.152
696,-0.008
697,0.176
698,0.094
699,-0.262
700,-0.172
701,-0.023
702,0.117
703,0.477
704,0.242
705,-0.207
706,-0.285
707,-0.297
708,0.129
709,0.199
710,0.125
711,-0.156
712,-0.223
713,-0.148
714,0.199
715,-0.098
716,-0.023
717,-0.184
718,-0.199
719,0.176
720,0.184
721,-0.121
722,-0.160
723,-0.324
724,0.152
725,0.324
726,0.137
727,-0.027
728,0.059
729,-0.246
730,0.066
731,0.164
732,0.004
733,-0.172
734,-0.172
735,0.043
736,0.141
737,0.004
738,-0.215
739,-0.207
740,-0.141
741,0.047
742,-0.004
743,-0.164
744,-0.035
745,-0.148
746,0.062
747,0.215
748,0.035
749,0.082
750,-0.168
751,0.004
752,0.219
753,0.285
754,-0.027
755,-0.355
756,-0.277
757,0.062
758,0.180
759,0.309
760,0.059
761,-0.527
762,-0.250
763,0.051
764,-0.008
765,0.160
766,-0.066
767,-0.316
768,-0.234
769,0.125
770,0.059
771,-0.090
772,-0.188
773,-0.078
774,0.148
775,0.164
776,-0.023
777,0.016
778,-0.188
779,-0.191
780,0.398
781,0.465
782,0.125
783,-0.043
784,-0.262
785,-0.047
786,0.137
787,0.141
788,-0.078
789,-0.043
790,-0.324
791,-0.027
792,0.051
793,-0.035
794,0.000
795,-0.336
796,-0.141
797,0.055
798,-0.133
799,-0.082
800,-0.273
801,-0.195
802,0.219
803,0.121
804,-0.016
805,0.051
806,-0.023
807,-0.219
808,0.207
809,0.258
810,0.020
811,-0.113
812,-0.129
813,0.039
814,0.195
815,0.141
816,0.008
817,-0.074
818,-0.152
819,-0.109
820,0.070
821,-0.062
822,-0.359
823,-0.070
824,0.051
825,0.164
826,0.105
827,-0.117
828,-0.219
829,-0.090
830,-0.066
831,0.059
832,0.172
833,-0.238
834,-0.105
835,0.137
836,0.184
837,0.195
838,-0.016
839,-0.262
840,-0.070
841,-0.070
842,0.098
843,0.398
844,-0.074
845,-0.203
846,-0.246
847,0.008
848,0.012
849,0.387
850,-0.094
851,-0.277
852,-0.219
853,0.055
854,0.223
855,-0.047
856,-0.195
857,-0.320
858,0.109
859,0.090
860,0.160
861,0.102
862,-0.359
863,-0.266
864,0.172
865,0.168
866,-0.098
867,-0.094
868,-0.301
869,0.152
870,0.152
871,0.195
872,0.176
873,-0.266
874,-0.316
875,0.152
876,0.262
877,-0.109
878,-0.098
879,-0.281
880,-0.191
881,0.266
882,0.113
883,0.203
884,-0.316
885,-0.371
886,0.113
887,0.102
888,-0.109
889,-0.059
890,-0.258
891,0.051
892,0.227
893,0.016
894,-0.070
895,-0.078
896,-0.379
897,0.160
898,0.223
899,0.109
900,-0.156
901,-0.105
902,-0.355
903,0.270
904,0.383
905,0.008
906,-0.184
907,-0.328
908,-0.094
909,0.066
910,0.059
911,0.012
912,-0.234
913,-0.180
914,0.035
915,0.227
916,0.207
917,0.000
918,-0.211
919,0.094
920,0.074
921,-0.086
922,0.023
923,-0.328
924,-0.062
925,0.051
926,0.180
927,0.129
928,0.016
929,-0.387
930,-0.133
931,0.043
932,-0.008
933,0.004
934,-0.059
935,-0.023
936,-0.227
937,0.191
938,0.062
939,-0.086
940,-0.168
941,-0.113
942,-0.039
943,0.266
944,0.215
945,-0.414
946,-0.301
947,0.211
948,0.086
949,0.375
950,0.168
951,-0.320
952,-0.062
953,-0.176
954,0.020
955,0.242
956,-0.090
957,-0.277
958,0.098
959,-0.035
960,0.238
961,-0.203
962,-0.168
963,-0.230
964,0.027
965,-0.035
966,0.035
967,-0.250
968,-0.375
969,-0.016
970,0.129
971,0.340
972,0.340
973,-0.336
974,0.035
975,-0.027
976,0.031
977,0.137
978,-0.035
979,-0.195
980,-0.012
981,0.137
982,0.258
983,0.078
984,-0.277
985,-0.379
986,0.098
987,0.074
988,0.094
989,-0.258
990,-0.266
991,-0.254
992,0.082
993,0.270
994,-0.105
995,-0.113
996,-0.191
997,-0.160
998,0.172
999,0.094
Rate 1435, overflows 0
