Sample,X,Y,Z
529,-0.344,-0.316,0.742
530,-0.145,-0.547,0.629
531,0.090,-0.324,0.793
532,0.141,-0.156,0.996
533,-0.098,-0.352,0.945
534,-0.207,-0.312,0.840
535,-0.250,-0.465,0.844
536,-0.195,-0.281,0.961
537,0.059,-0.180,1.074
538,0.363,-0.223,1.070
539,-0.012,-0.219,0.969
540,-0.172,-0.395,0.750
541,-0.340,-0.367,0.727
542,-0.254,-0.434,0.809
543,0.527,-0.215,0.812
544,-0.027,-0.258,1.004
545,-0.066,-0.266,0.832
546,-0.582,-0.430,0.820
547,-0.078,-0.328,0.816
548,0.035,-0.293,1.012
549,-0.004,-0.168,1.094
550,0.039,-0.285,0.980
551,-0.238,-0.367,0.891
552,-0.188,-0.438,0.824
553,0.289,-0.266,0.828
554,0.102,-0.195,0.914
555,0.238,-0.293,0.859
556,-0.148,-0.320,0.832
557,-0.227,-0.488,0.688
558,0.164,-0.324,0.660
559,0.082,-0.344,0.934
560,0.488,-0.148,0.965
561,0.270,-0.297,0.957
562,-0.418,-0.273,0.938
563,-0.496,-0.457,0.824
564,0.094,-0.402,0.816
565,-0.098,-0.223,1.082
566,0.504,-0.152,1.000
567,0.055,-0.203,0.945
568,-0.641,-0.410,0.879
569,-0.289,-0.445,0.746
570,0.352,-0.336,0.832
571,0.176,-0.164,1.023
572,0.367,-0.160,0.785
573,-0.406,-0.430,0.719
574,-0.352,-0.488,0.641
575,-0.531,-0.539,0.848
576,-0.012,-0.172,1.062
577,0.406,-0.234,1.031
578,0.258,-0.094,0.992
579,-0.590,-0.309,1.004
580,-0.383,-0.465,0.848
581,0.266,-0.363,0.918
582,0.137,-0.164,1.117
583,0.633,-0.078,0.781
584,-0.332,-0.305,0.805
585,-0.406,-0.582,0.562
586,-0.098,-0.527,0.688
587,0.051,-0.289,1.023
588,0.695,-0.188,0.914
589,0.496,-0.156,0.836
590,-0.457,-0.332,0.949
591,-0.152,-0.336,0.805
592,-0.559,-0.414,1.062
593,0.789,-0.242,0.895
594,-0.008,-0.164,1.078
595,-0.434,-0.301,0.773
596,-0.434,-0.465,0.719
597,-0.031,-0.438,0.773
598,0.398,-0.164,0.934
599,-0.062,-0.168,1.000
600,-0.039,-0.301,0.703
601,-0.652,-0.547,0.660
602,-0.613,-0.527,0.812
603,0.164,-0.219,0.973
604,0.496,-0.090,1.133
605,0.473,-0.102,1.043
606,-0.031,-0.316,0.855
607,-1.062,-0.547,0.906
608,-0.164,-0.500,0.750
609,0.418,-0.176,1.031
610,0.828,-0.137,1.090
611,0.324,-0.047,0.898
612,-0.520,-0.363,0.703
613,-0.570,-0.566,0.684
614,-0.078,-0.512,0.824
615,0.375,-0.117,1.043
616,0.434,-0.133,0.910
617,0.031,-0.301,0.758
618,-0.848,-0.418,0.801
619,-0.191,-0.543,0.750
620,0.184,-0.320,1.027
621,0.406,-0.188,1.098
622,0.598,-0.117,0.859
623,-0.629,-0.230,0.918
624,-0.344,-0.477,0.730
625,0.266,-0.410,0.816
626,0.176,-0.305,1.117
627,0.586,-0.121,0.949
628,-0.086,-0.301,0.750
629,-0.426,-0.414,0.648
630,-0.500,-0.492,0.758
631,0.086,-0.375,0.891
632,0.316,-0.250,1.035
633,0.406,-0.211,0.906
634,-0.480,-0.273,0.852
635,-0.445,-0.332,0.820
636,-0.211,-0.500,0.953
637,0.391,-0.230,1.164
638,0.703,0.016,1.098
639,0.273,-0.203,0.828
640,-0.605,-0.363,0.672
641,-0.625,-0.562,0.656
642,-0.051,-0.438,0.898
643,0.359,-0.305,1.008
644,0.117,-0.078,0.992
645,0.094,-0.281,0.703
646,-0.520,-0.402,0.793
647,-0.230,-0.375,0.922
648,-0.109,-0.352,1.125
649,0.547,-0.195,1.012
650,0.152,-0.164,0.914
651,-0.379,-0.270,0.754
652,-0.133,-0.547,0.609
653,0.113,-0.367,0.883
654,0.426,-0.336,0.938
655,0.289,-0.105,0.949
656,0.289,-0.105,0.949
657,-0.438,-0.262,0.766
658,-0.488,-0.488,0.629
659,-0.461,-0.504,0.859
660,0.312,-0.203,1.098
661,0.191,-0.227,1.176
662,0.551,-0.109,0.879
663,-0.031,-0.309,0.773
664,-0.570,-0.492,0.832
665,0.219,-0.320,0.812
666,0.125,-0.355,1.000
667,0.340,-0.211,0.902
668,0.012,-0.246,0.734
669,-0.648,-0.414,0.699
670,-0.309,-0.426,0.754
671,0.355,-0.312,0.938
672,0.039,-0.129,1.230
673,0.016,-0.195,0.938
674,-0.199,-0.301,0.719
675,-0.816,-0.457,0.875
676,-0.082,-0.477,0.891
677,0.391,-0.305,1.066
678,0.473,-0.066,1.012
679,0.008,-0.195,0.914
680,-0.137,-0.367,0.676
681,-0.289,-0.531,0.793
682,0.273,-0.250,0.879
683,0.059,-0.227,1.027
684,0.340,-0.203,0.781
685,-0.781,-0.406,0.840
686,-0.008,-0.359,0.633
687,-0.414,-0.469,0.984
688,0.508,-0.160,1.000
689,0.086,-0.340,1.047
690,-0.137,-0.168,0.906
691,-0.352,-0.367,0.793
692,-0.164,-0.430,0.828
693,0.203,-0.305,0.945
694,0.723,-0.238,0.887
695,-0.020,-0.270,0.973
696,-0.059,-0.234,0.652
697,-0.531,-0.410,0.656
698,-0.180,-0.504,0.801
699,0.348,-0.320,0.949
700,0.059,-0.078,1.148
701,0.250,-0.230,0.875
702,-0.320,-0.301,0.832
703,-0.480,-0.500,0.891
704,0.125,-0.305,0.965
