Sample,X
202,0.023
203,0.016
204,0.004
205,0.000
206,0.004
207,-0.012
208,-0.016
209,-0.016
210,0.000
211,-0.023
212,-0.012
213,-0.023
214,-0.020
215,-0.031
216,-0.016
217,-0.016
218,-0.035
219,-0.023
220,-0.031
221,-0.031
222,-0.043
223,-0.027
224,-0.031
225,-0.023
226,-0.023
227,-0.023
228,-0.012
229,-0.020
230,0.004
231,0.000
232,0.008
233,0.012
234,0.020
235,0.020
236,0.035
237,0.039
238,0.043
239,0.051
240,0.039
241,0.051
242,0.051
243,0.070
244,0.070
245,0.062
246,0.059
247,0.074
248,0.070
249,0.082
250,0.074
251,0.066
252,0.082
253,0.074
254,0.070
255,0.066
256,0.074
257,0.074
258,0.062
259,0.066
260,0.066
261,0.051
262,0.051
263,0.047
264,0.035
265,0.039
266,0.047
267,0.020
268,0.016
269,0.008
270,0.008
271,0.000
272,0.008
273,-0.016
274,-0.027
275,-0.008
276,-0.004
277,-0.004
278,-0.031
279,-0.027
280,-0.043
281,-0.023
282,-0.020
283,-0.031
284,-0.027
285,-0.027
286,-0.035
287,-0.027
288,-0.027
289,-0.012
290,-0.027
291,-0.016
292,-0.016
293,0.000
294,-0.004
295,0.004
296,0.000
297,0.004
298,0.020
299,0.023
300,0.086
301,0.008
302,0.031
303,0.039
304,0.055
305,0.051
306,0.055
307,0.047
308,0.059
309,0.055
310,0.074
311,0.074
312,0.078
313,0.066
314,0.055
315,0.070
316,0.070
317,0.070
318,0.066
319,0.066
320,0.059
321,0.031
322,0.055
323,0.059
324,0.059
325,0.062
326,0.043
327,0.039
328,0.027
329,0.047
330,0.027
331,0.023
332,0.008
333,0.008
334,0.004
335,0.020
336,0.000
337,-0.008
338,-0.008
339,-0.008
340,-0.008
341,-0.012
342,-0.012
343,-0.031
344,-0.020
345,-0.023
346,-0.023
347,-0.031
348,-0.031
349,-0.023
350,-0.016
351,-0.020
352,-0.027
353,-0.016
354,-0.020
355,-0.023
356,-0.012
357,-0.012
358,-0.004
359,-0.016
360,0.008
361,0.027
362,-0.008
363,0.004
364,0.023
365,0.016
366,0.039
367,0.043
368,0.035
369,0.043
370,0.039
371,0.035
372,0.047
373,0.059
374,0.047
375,0.059
376,0.043
377,0.043
378,0.059
379,0.070
380,0.070
381,0.031
382,0.043
383,0.070
384,0.059
385,0.066
386,0.051
387,0.059
388,0.047
389,0.047
390,0.047
391,0.055
392,0.039
393,0.039
394,0.031
395,0.027
396,0.035
397,0.035
398,0.016
399,0.020
400,0.008
401,0.051
402,0.004
403,0.000
404,-0.012
405,0.000
406,0.004
407,-0.012
408,-0.020
409,-0.027
410,-0.020
411,-0.020
412,-0.016
413,-0.016
414,-0.012
415,-0.016
416,-0.004
417,-0.004
418,-0.008
419,-0.012
420,0.062
421,0.000
422,-0.004
423,-0.008
424,0.004
425,0.000
426,0.016
427,0.023
428,0.008
429,0.027
430,0.023
431,0.031
432,0.043
433,0.043
434,0.039
435,0.031
436,0.039
437,0.055
438,0.066
439,0.059
440,0.066
441,0.035
442,0.062
443,0.066
444,0.066
445,0.070
446,0.074
447,0.055
448,0.055
449,0.062
450,0.062
451,0.062
452,0.047
453,0.051
454,0.051
455,0.055
456,0.039
457,0.039
458,0.039
459,0.039
460,0.035
461,0.035
462,0.027
463,0.023
464,0.008
465,0.008
466,0.004
467,0.004
468,-0.004
469,-0.004
470,0.000
471,-0.012
472,0.000
473,-0.020
474,0.000
475,-0.020
476,-0.027
477,-0.027
478,-0.031
479,-0.012
480,-0.016
481,-0.008
482,-0.008
483,-0.004
484,-0.016
485,-0.016
486,-0.008
487,-0.012
488,0.004
489,0.004
490,0.008
491,0.004
492,0.023
493,0.012
494,0.035
495,0.031
496,0.035
497,0.035
498,0.035
499,0.051
500,0.035
501,0.094
502,0.074
503,0.047
504,0.055
505,0.055
506,0.059
507,0.062
508,0.078
509,0.055
510,0.059
511,0.062
512,0.062
513,0.059
514,0.066
515,0.055
516,0.043
517,0.043
518,0.039
519,0.043
520,0.055
521,0.023
522,0.035
523,0.031
524,0.027
525,0.035
526,0.027
527,0.023
528,0.020
529,0.008
530,0.016
531,0.012
532,0.004
533,-0.008
534,-0.004
535,-0.012
536,-0.004
537,0.000
538,-0.016
539,-0.012
540,0.023
541,0.004
542,-0.020
543,0.000
544,-0.012
545,-0.012
546,-0.012
547,0.004
548,-0.004
549,0.000
550,-0.012
551,0.004
552,-0.004
553,0.016
554,0.000
555,0.020
556,0.012
557,0.023
558,0.027
559,0.035
560,0.008
561,0.043
562,0.023
563,0.031
564,0.051
565,0.047
566,0.047
567,0.043
568,0.043
569,0.055
570,0.059
571,0.059
572,0.055
573,0.059
574,0.047
575,0.051
576,0.051
577,0.059
578,0.055
579,0.055
580,0.129
581,0.039
582,0.047
583,0.043
584,0.035
585,0.031
586,0.027
587,0.020
588,0.020
589,0.039
590,0.020
591,0.012
592,0.016
593,0.008
594,0.004
595,0.012
596,-0.004
597,-0.004
598,0.008
599,0.000
600,-0.004
601,-0.016
602,-0.023
603,-0.016
604,-0.016
605,0.000
606,-0.023
607,-0.016
608,-0.016
609,-0.004
610,-0.016
611,0.000
612,-0.012
613,-0.004
614,-0.012
615,0.000
616,-0.004
617,0.004
618,0.008
619,0.016
620,0.039
621,0.016
622,0.016
623,0.020
624,0.023
625,0.035
626,0.047
627,0.035
628,0.035
629,0.043
630,0.039
631,0.043
632,0.062
633,0.055
634,0.055
635,0.047
636,0.047
637,0.047
638,0.059
639,0.062
640,0.047
641,0.031
642,0.047
643,0.047
644,0.039
645,0.047
646,0.039
647,0.043
648,0.051
649,0.039
650,0.035
651,0.031
652,0.035
653,0.023
654,0.016
655,0.027
656,0.004
657,0.012
658,0.008
659,0.012
660,0.023
661,0.016
662,-0.008
663,-0.012
664,0.008
665,0.000
666,-0.012
667,-0.016
668,-0.004
669,-0.016
670,0.004
671,-0.004
672,-0.023
673,0.004
674,0.000
675,0.004
676,0.004
677,-0.004
678,-0.004
679,0.012
680,0.020
681,0.016
682,0.016
683,0.016
684,0.016
685,0.012
686,0.035
687,0.027
688,0.027
689,0.031
690,0.035
691,0.051
692,0.039
693,0.035
694,0.051
695,0.047
696,0.047
697,0.047
698,0.047
699,0.051
700,0.090
701,0.035
702,0.043
703,0.055
704,0.039
705,0.047
706,0.051
707,0.039
708,0.051
709,0.051
710,0.047
711,0.031
712,0.039
713,0.035
714,0.031
715,0.027
716,0.031
717,0.012
718,0.023
719,0.023
720,-0.004
721,0.012
722,0.008
723,-0.004
724,0.020
725,0.016
726,0.004
727,0.004
728,-0.012
729,0.004
730,-0.012
731,0.008
732,-0.012
733,-0.004
734,-0.008
735,0.000
736,-0.012
737,-0.012
738,0.008
739,-0.004
740,-0.004
741,0.051
742,-0.004
743,0.000
744,0.012
745,0.020
746,0.000
747,0.027
748,0.016
749,0.023
750,0.016
751,0.031
752,0.035
753,0.035
754,0.035
755,0.027
756,0.035
757,0.055
758,0.051
759,0.043
760,0.125
761,0.039
762,0.055
763,0.062
764,0.039
765,0.062
766,0.043
767,0.047
768,0.047
769,0.051
770,0.035
771,0.039
772,0.047
773,0.039
774,0.031
775,0.035
776,0.039
777,0.031
778,0.043
779,0.027
780,0.055
781,0.020
782,0.023
783,0.012
784,0.023
785,0.012
786,0.008
787,0.000
788,0.000
789,0.016
790,0.004
791,0.008
792,-0.004
793,0.004
794,-0.008
795,0.008
796,-0.004
797,0.008
798,-0.012
799,0.000
800,0.023
801,-0.004
802,0.004
803,0.008
804,0.004
805,-0.004
806,0.012
807,0.023
808,0.012
809,0.016
810,0.016
811,0.027
812,0.023
813,0.035
814,0.016
815,0.035
816,0.031
817,0.031
818,0.039
819,0.035
820,0.012
821,0.070
822,0.043
823,0.047
824,0.039
825,0.051
826,0.039
827,0.047
828,0.047
829,0.043
830,0.055
831,0.051
832,0.039
833,0.039
834,0.051
835,0.020
836,0.039
837,0.027
838,0.035
839,0.027
840,0.035
841,0.020
842,0.008
843,0.039
844,0.016
845,0.012
846,0.012
847,0.023
848,-0.004
849,0.031
850,0.004
851,0.000
852,0.016
853,0.004
854,0.004
855,0.008
856,0.000
857,-0.008
858,0.016
859,-0.016
860,0.039
861,-0.016
862,0.016
863,-0.012
864,0.016
865,-0.016
866,0.016
867,0.012
868,0.000
869,0.016
870,0.012
871,0.016
872,0.027
873,0.027
874,0.008
875,0.031
876,0.020
877,0.020
878,0.027
879,0.031
880,0.035
881,0.020
882,0.023
883,0.039
884,0.035
885,0.043
886,0.035
887,0.039
888,0.043
889,0.047
890,0.031
891,0.043
892,0.039
893,0.035
894,0.043
895,0.035
896,0.047
897,0.047
898,0.031
899,0.043
900,0.027
901,0.062
902,0.027
903,0.035
904,0.027
905,0.031
906,0.016
907,0.035
908,0.016
909,0.023
910,0.016
911,0.012
912,0.012
913,0.008
914,0.000
915,0.008
916,0.008
917,0.000
918,0.012
919,0.008
920,-0.020
921,0.012
922,0.004
923,-0.008
924,0.004
925,0.020
926,-0.008
927,0.008
928,0.016
929,0.000
930,0.004
931,0.008
932,-0.004
933,0.020
934,0.016
935,0.008
936,0.023
937,0.027
938,0.016
939,0.027
940,0.043
941,0.035
942,0.039
943,0.027
944,0.043
945,0.035
946,0.035
947,0.035
948,0.039
949,0.031
950,0.031
951,0.055
952,0.043
953,0.047
954,0.035
955,0.039
956,0.039
957,0.039
958,0.039
959,0.055
960,-0.012
961,0.043
962,0.039
963,0.035
964,0.043
965,0.039
966,0.039
967,0.023
968,0.023
969,0.023
970,0.023
971,0.016
972,0.023
973,0.016
974,0.012
975,0.016
976,0.016
977,0.004
978,0.020
979,0.016
980,0.016
981,0.023
982,0.000
983,0.008
984,0.008
985,0.008
986,-0.004
987,0.016
988,0.004
989,0.008
990,0.008
991,0.004
992,0.008
993,0.012
994,0.023
995,0.016
996,0.008
997,0.008
998,0.023
999,0.016
Rate 1416, overflows 0
