Sample,Y
384,-0.062
385,-0.059
386,-0.059
387,-0.066
388,-0.059
389,-0.059
390,-0.066
391,-0.062
392,-0.070
393,-0.055
394,-0.066
395,-0.062
396,-0.066
397,-0.055
398,-0.066
399,-0.066
400,-0.062
401,-0.055
402,-0.074
403,-0.059
404,-0.066
405,-0.059
406,-0.062
407,-0.070
408,-0.066
409,-0.066
410,-0.047
411,-0.066
412,-0.074
413,-0.062
414,-0.066
415,-0.055
416,-0.062
417,-0.078
418,-0.082
419,-0.062
420,-0.055
421,-0.066
422,-0.070
423,-0.074
424,-0.059
425,-0.047
426,-0.055
427,-0.074
428,-0.086
429,-0.059
430,-0.055
431,-0.062
432,-0.074
433,-0.074
434,-0.070
435,-0.047
436,-0.059
437,-0.082
438,-0.070
439,-0.066
440,-0.066
441,-0.047
442,-0.062
443,-0.078
444,-0.062
445,-0.059
446,-0.062
447,-0.070
448,-0.051
449,-0.082
450,-0.059
451,-0.062
452,-0.059
453,-0.070
454,-0.066
455,-0.062
456,-0.059
457,-0.051
458,-0.059
459,-0.078
460,-0.062
461,-0.059
462,-0.051
463,-0.074
464,-0.062
465,-0.066
466,-0.059
467,-0.055
468,-0.062
469,-0.070
470,-0.066
471,-0.059
472,-0.066
473,-0.051
474,-0.066
475,-0.062
476,-0.062
477,-0.059
478,-0.066
479,-0.055
480,-0.082
481,-0.059
482,-0.070
483,-0.059
484,-0.055
485,-0.055
486,-0.066
487,-0.066
488,-0.055
489,-0.047
490,-0.066
491,-0.062
492,-0.070
493,-0.055
494,-0.062
495,-0.066
496,-0.074
497,-0.055
498,-0.051
499,-0.062
500,-0.074
501,-0.062
502,-0.059
503,-0.051
504,-0.062
505,-0.059
506,-0.055
507,-0.066
508,-0.070
509,-0.055
510,-0.051
511,-0.062
512,-0.066
513,-0.070
514,-0.051
515,-0.059
516,-0.055
517,-0.078
518,-0.055
519,-0.062
520,-0.062
521,-0.066
522,-0.062
523,-0.078
524,-0.051
525,-0.043
526,-0.066
527,-0.074
528,-0.062
529,-0.055
530,-0.062
531,-0.062
532,-0.066
533,-0.078
534,-0.039
535,-0.059
536,-0.062
537,-0.066
538,-0.062
539,-0.059
540,-0.043
541,-0.059
542,-0.066
543,-0.062
544,-0.062
545,-0.051
546,-0.062
547,-0.059
548,-0.062
549,-0.055
550,-0.051
551,-0.062
552,-0.062
553,-0.059
554,-0.066
555,-0.055
556,-0.062
557,-0.055
558,-0.059
559,-0.051
560,-0.070
561,-0.062
562,-0.062
563,-0.047
564,-0.070
565,-0.055
566,-0.070
567,-0.059
568,-0.051
569,-0.051
570,-0.082
571,-0.066
572,-0.051
573,-0.043
574,-0.062
575,-0.074
576,-0.070
577,-0.047
578,-0.051
579,-0.066
580,-0.062
581,-0.074
582,-0.059
583,-0.055
584,-0.055
585,-0.070
586,-0.066
587,-0.062
588,-0.047
589,-0.066
590,-0.062
591,-0.070
592,-0.059
593,-0.055
594,-0.051
595,-0.070
596,-0.055
597,-0.070
598,-0.059
599,-0.062
600,-0.059
601,-0.074
602,-0.066
603,-0.055
604,-0.059
605,-0.059
606,-0.062
607,-0.059
608,-0.059
609,-0.062
610,-0.059
611,-0.074
612,-0.062
613,-0.055
614,-0.059
615,-0.070
616,-0.066
617,-0.062
618,-0.047
619,-0.070
620,-0.074
621,-0.062
622,-0.055
623,-0.062
624,-0.070
625,-0.055
626,-0.047
627,-0.074
628,-0.074
629,-0.062
630,-0.066
631,-0.051
632,-0.070
633,-0.070
634,-0.074
635,-0.051
636,-0.062
637,-0.062
638,-0.074
639,-0.055
640,-0.051
641,-0.062
642,-0.074
643,-0.062
644,-0.066
645,-0.055
646,-0.062
647,-0.059
648,-0.066
649,-0.055
650,-0.066
651,-0.055
652,-0.059
653,-0.066
654,-0.070
655,-0.062
656,-0.055
657,-0.062
658,-0.070
659,-0.066
660,-0.098
661,-0.051
662,-0.062
663,-0.070
664,-0.066
665,-0.066
666,-0.062
667,-0.062
668,-0.062
669,-0.074
670,-0.066
671,-0.082
672,-0.047
673,-0.066
674,-0.051
675,-0.070
676,-0.047
677,-0.070
678,-0.062
679,-0.059
680,-0.062
681,-0.070
682,-0.062
683,-0.062
684,-0.066
685,-0.059
686,-0.070
687,-0.059
688,-0.059
689,-0.059
690,-0.066
691,-0.074
692,-0.059
693,-0.051
694,-0.051
695,-0.074
696,-0.055
697,-0.074
698,-0.055
699,-0.059
700,-0.082
701,-0.082
702,-0.062
703,-0.055
704,-0.055
705,-0.066
706,-0.066
707,-0.074
708,-0.074
709,-0.047
710,-0.059
711,-0.066
712,-0.074
713,-0.062
714,-0.059
715,-0.059
716,-0.074
717,-0.066
718,-0.066
719,-0.062
720,-0.055
721,-0.062
722,-0.055
723,-0.066
724,-0.059
725,-0.062
726,-0.055
727,-0.059
728,-0.066
729,-0.066
730,-0.062
731,-0.066
732,-0.066
733,-0.062
734,-0.070
735,-0.062
736,-0.062
737,-0.055
738,-0.059
739,-0.078
740,-0.066
741,-0.066
742,-0.043
743,-0.066
744,-0.078
745,-0.059
746,-0.047
747,-0.059
748,-0.059
749,-0.070
750,-0.062
751,-0.055
752,-0.055
753,-0.074
754,-0.062
755,-0.062
756,-0.055
757,-0.070
758,-0.043
759,-0.062
760,-0.086
761,-0.062
762,-0.051
763,-0.051
764,-0.070
765,-0.066
766,-0.062
767,-0.055
768,-0.059
769,-0.059
770,-0.062
771,-0.062
772,-0.059
773,-0.051
774,-0.062
775,-0.059
776,-0.074
777,-0.055
778,-0.055
779,-0.055
780,-0.055
781,-0.070
782,-0.066
783,-0.059
784,-0.051
785,-0.051
786,-0.070
787,-0.055
788,-0.070
789,-0.047
790,-0.051
791,-0.070
792,-0.066
793,-0.062
794,-0.055
795,-0.066
796,-0.062
797,-0.066
798,-0.059
799,-0.043
800,-0.082
801,-0.066
802,-0.059
803,-0.051
804,-0.062
805,-0.059
806,-0.062
807,-0.059
808,-0.051
809,-0.070
810,-0.066
811,-0.055
812,-0.059
813,-0.062
814,-0.051
815,-0.070
816,-0.055
817,-0.055
818,-0.055
819,-0.078
820,-0.043
821,-0.066
822,-0.047
823,-0.070
824,-0.055
825,-0.078
826,-0.047
827,-0.062
828,-0.062
829,-0.070
830,-0.051
831,-0.066
832,-0.051
833,-0.062
834,-0.078
835,-0.074
836,-0.055
837,-0.055
838,-0.059
839,-0.059
840,-0.062
841,-0.066
842,-0.043
843,-0.055
844,-0.086
845,-0.051
846,-0.062
847,-0.055
848,-0.066
849,-0.059
850,-0.082
851,-0.047
852,-0.055
853,-0.051
854,-0.074
855,-0.055
856,-0.062
857,-0.047
858,-0.062
859,-0.070
860,-0.074
861,-0.039
862,-0.055
863,-0.062
864,-0.074
865,-0.051
866,-0.059
867,-0.055
868,-0.070
869,-0.062
870,-0.059
871,-0.047
872,-0.062
873,-0.070
874,-0.055
875,-0.059
876,-0.070
877,-0.055
878,-0.062
879,-0.062
880,-0.066
881,-0.059
882,-0.062
883,-0.059
884,-0.059
885,-0.059
886,-0.062
887,-0.062
888,-0.051
889,-0.062
890,-0.059
891,-0.066
892,-0.051
893,-0.074
894,-0.043
895,-0.055
896,-0.074
897,-0.070
898,-0.062
899,-0.059
900,-0.074
901,-0.078
902,-0.059
903,-0.059
904,-0.055
905,-0.059
906,-0.070
907,-0.078
908,-0.062
909,-0.059
910,-0.051
911,-0.062
912,-0.074
913,-0.070
914,-0.070
915,-0.047
916,-0.066
917,-0.070
918,-0.070
919,-0.059
920,-0.066
921,-0.043
922,-0.066
923,-0.066
924,-0.066
925,-0.059
926,-0.059
927,-0.066
928,-0.066
929,-0.082
930,-0.062
931,-0.051
932,-0.066
933,-0.066
934,-0.070
935,-0.059
936,-0.055
937,-0.059
938,-0.070
939,-0.062
940,-0.051
941,-0.047
942,-0.070
943,-0.059
944,-0.070
945,-0.070
946,-0.059
947,-0.062
948,-0.066
949,-0.059
950,-0.059
951,-0.074
952,-0.059
953,-0.062
954,-0.062
955,-0.062
956,-0.059
957,-0.070
958,-0.062
959,-0.066
960,-0.074
961,-0.059
962,-0.059
963,-0.070
964,-0.055
965,-0.066
966,-0.066
967,-0.066
968,-0.051
969,-0.062
970,-0.055
971,-0.059
972,-0.074
973,-0.062
974,-0.055
975,-0.055
976,-0.070
977,-0.066
978,-0.070
979,-0.055
980,-0.059
981,-0.070
982,-0.082
983,-0.062
984,-0.059
985,-0.062
986,-0.059
987,-0.062
988,-0.062
989,-0.043
990,-0.062
991,-0.062
992,-0.070
993,-0.059
994,-0.059
995,-0.055
996,-0.070
997,-0.078
998,-0.055
999,-0.055
Rate 1386, overflows 0
