Sample,X,Y,Z
602,0.027,-0.070,0.934
603,0.023,-0.082,0.930
604,0.031,-0.078,0.934
605,0.031,-0.070,0.938
606,0.023,-0.062,0.945
607,0.035,-0.074,0.930
608,0.016,-0.086,0.930
609,0.027,-0.078,0.930
610,0.016,-0.062,0.945
611,0.023,-0.078,0.938
612,0.023,-0.070,0.934
613,0.027,-0.066,0.930
614,0.023,-0.094,0.930
615,0.027,-0.066,0.934
616,0.023,-0.074,0.934
617,0.027,-0.074,0.922
618,0.027,-0.078,0.938
619,0.016,-0.074,0.934
620,0.055,-0.066,0.906
621,0.031,-0.074,0.918
622,0.016,-0.082,0.934
623,0.031,-0.074,0.922
624,0.008,-0.090,0.926
625,0.023,-0.070,0.938
626,0.035,-0.066,0.926
627,0.031,-0.082,0.934
628,0.023,-0.074,0.938
629,0.027,-0.086,0.922
630,0.020,-0.070,0.930
631,0.023,-0.066,0.938
632,0.023,-0.066,0.934
633,0.023,-0.078,0.930
634,0.012,-0.078,0.934
635,0.012,-0.090,0.934
636,0.031,-0.070,0.926
637,0.020,-0.070,0.938
638,0.035,-0.090,0.926
639,0.023,-0.078,0.930
640,-0.031,-0.078,0.902
641,0.008,-0.074,0.922
642,0.031,-0.078,0.930
643,0.020,-0.070,0.934
644,0.027,-0.078,0.926
645,0.027,-0.082,0.930
646,0.023,-0.074,0.938
647,0.031,-0.070,0.930
648,0.031,-0.070,0.934
649,0.031,-0.078,0.930
650,0.020,-0.086,0.930
651,0.020,-0.074,0.934
652,0.035,-0.066,0.938
653,0.027,-0.086,0.934
654,0.023,-0.074,0.926
655,0.012,-0.070,0.938
656,0.023,-0.086,0.938
657,0.023,-0.066,0.934
658,0.020,-0.082,0.930
659,0.031,-0.078,0.930
660,0.000,-0.078,0.949
661,0.023,-0.070,0.938
662,0.020,-0.070,0.934
663,0.027,-0.094,0.922
664,0.020,-0.062,0.926
665,0.020,-0.059,0.945
666,0.020,-0.082,0.930
667,0.023,-0.090,0.930
668,0.020,-0.066,0.926
669,0.023,-0.082,0.934
670,0.012,-0.059,0.938
671,0.031,-0.082,0.934
672,0.031,-0.090,0.926
673,0.035,-0.070,0.941
674,0.020,-0.059,0.938
675,0.031,-0.074,0.934
676,0.020,-0.086,0.926
677,0.027,-0.090,0.926
678,0.027,-0.062,0.938
679,0.020,-0.070,0.934
680,0.039,-0.090,0.941
681,0.043,-0.066,0.938
682,0.020,-0.082,0.941
683,0.031,-0.062,0.938
684,0.023,-0.078,0.934
685,0.008,-0.094,0.934
686,0.023,-0.066,0.930
687,0.020,-0.059,0.938
688,0.020,-0.094,0.938
689,0.020,-0.086,0.926
690,0.027,-0.082,0.930
691,0.012,-0.062,0.934
692,0.027,-0.070,0.934
693,0.016,-0.086,0.930
694,0.031,-0.090,0.926
695,0.012,-0.082,0.934
696,0.031,-0.066,0.930
697,0.023,-0.070,0.938
698,0.023,-0.086,0.934
699,0.023,-0.074,0.941
700,0.039,-0.059,0.961
701,0.000,-0.078,0.934
702,0.023,-0.070,0.934
703,0.020,-0.078,0.934
704,0.020,-0.070,0.938
705,0.023,-0.078,0.926
706,0.027,-0.078,0.926
707,0.016,-0.082,0.930
708,0.023,-0.070,0.930
709,0.027,-0.062,0.938
710,0.020,-0.074,0.938
711,0.020,-0.094,0.934
712,0.031,-0.070,0.934
713,0.023,-0.066,0.934
714,0.027,-0.078,0.930
715,0.023,-0.062,0.938
716,0.020,-0.090,0.922
717,0.012,-0.082,0.934
718,0.016,-0.070,0.930
719,0.020,-0.078,0.930
720,0.078,-0.082,0.914
721,0.012,-0.082,0.941
722,0.027,-0.074,0.930
723,0.020,-0.074,0.934
724,0.023,-0.070,0.922
725,0.023,-0.070,0.926
726,0.023,-0.074,0.934
727,0.012,-0.074,0.941
728,0.035,-0.062,0.926
729,0.020,-0.078,0.934
730,0.020,-0.070,0.930
731,0.012,-0.074,0.938
732,0.016,-0.074,0.934
733,0.008,-0.074,0.930
734,0.023,-0.070,0.918
735,0.016,-0.098,0.934
736,0.027,-0.062,0.930
737,0.020,-0.078,0.934
738,0.031,-0.066,0.934
739,0.016,-0.082,0.934
740,0.055,-0.074,0.934
741,-0.004,-0.070,0.941
742,0.023,-0.082,0.941
743,0.023,-0.094,0.930
744,0.027,-0.078,0.926
745,0.020,-0.086,0.938
746,0.027,-0.062,0.938
747,0.012,-0.074,0.938
748,0.020,-0.090,0.930
749,0.027,-0.074,0.938
750,0.020,-0.078,0.941
751,0.027,-0.074,0.934
752,0.020,-0.070,0.938
753,0.016,-0.090,0.930
754,0.027,-0.074,0.930
755,0.020,-0.074,0.938
756,0.016,-0.074,0.934
757,0.023,-0.070,0.930
758,0.020,-0.074,0.934
759,0.023,-0.078,0.934
760,0.004,-0.082,0.922
761,0.016,-0.090,0.938
762,0.020,-0.062,0.934
763,0.016,-0.078,0.934
764,0.020,-0.074,0.934
765,0.027,-0.066,0.930
766,0.027,-0.078,0.934
767,0.008,-0.066,0.930
768,0.035,-0.078,0.926
769,0.027,-0.074,0.934
770,0.027,-0.059,0.938
771,0.008,-0.082,0.938
772,0.020,-0.066,0.930
773,0.020,-0.066,0.934
774,0.016,-0.078,0.934
775,0.020,-0.066,0.938
776,0.016,-0.082,0.934
777,0.020,-0.074,0.938
778,0.031,-0.066,0.934
779,0.020,-0.082,0.930
780,-0.043,-0.086,0.918
781,0.020,-0.082,0.938
782,0.016,-0.082,0.930
783,0.020,-0.059,0.930
784,0.023,-0.078,0.934
785,0.023,-0.078,0.930
786,0.016,-0.070,0.926
