RepRapFirmware height map file v2 generated at 2021-04-10 13:07, min error -0.315, max error 0.705, mean -0.004, deviation 0.193
axis0,axis1,min0,max0,min1,max1,radius,spacing0,spacing1,num0,num1
X,Y,30.00,200.00,10.00,180.00,-1.00,30.00,30.00,6,6
 -0.315, -0.286, -0.245, -0.165, -0.081,  0.027
  0.022, -0.266, -0.224, -0.158, -0.016,  0.100
 -0.106, -0.118, -0.136,  0.462,  0.054,  0.042
  0.169, -0.009, -0.043, -0.061, -0.008,  0.030
  0.145,  0.062,  0.054,  0.705, -0.059, -0.055
  0.219,  0.110,  0.075,  0.039, -0.044, -0.079
