RepRapFirmware height map file v2 generated at 2023-02-11 14:18, min error -0.090, max error -0.024, mean -0.057, deviation 0.025
axis0,axis1,min0,max0,min1,max1,radius,spacing0,spacing1,num0,num1
X,Y,81.54,98.46,86.16,103.84,-1.00,16.00,16.00,2,2
 -0.071, -0.090
 -0.024, -0.044
