RepRapFirmware height map file v2 generated at 2021-04-10 12:58, min error -0.346, max error 0.722, mean 0.009, deviation 0.198
axis0,axis1,min0,max0,min1,max1,radius,spacing0,spacing1,num0,num1
X,Y,30.00,200.00,10.00,180.00,-1.00,30.00,30.00,6,6
 -0.346, -0.281, -0.256, -0.195, -0.133,  0.010
  0.075, -0.208, -0.156, -0.108, -0.043,  0.106
 -0.001, -0.128, -0.084,  0.428,  0.019,  0.055
  0.222,  0.006, -0.062, -0.090, -0.069,  0.012
  0.182,  0.079,  0.096,  0.722, -0.029, -0.050
  0.250,  0.260,  0.071,  0.066, -0.045, -0.069
