RepRapFirmware height map file v2 generated at 2021-04-10 12:49, min error -0.336, max error 0.724, mean -0.005, deviation 0.210
axis0,axis1,min0,max0,min1,max1,radius,spacing0,spacing1,num0,num1
X,Y,30.00,200.00,10.00,180.00,-1.00,30.00,30.00,6,6
 -0.275, -0.336, -0.310, -0.243, -0.156, -0.048
  0.007, -0.241, -0.220, -0.173, -0.088,  0.076
 -0.038, -0.103, -0.111,  0.483,  0.019,  0.020
  0.201,  0.011, -0.014, -0.041,  0.000,  0.010
  0.209,  0.125,  0.081,  0.724, -0.115, -0.099
  0.215,  0.274,  0.100,  0.084, -0.055, -0.146
